"V1" "V2" "V3" "V4"
"57" 5.5 3.3 1.1 0.5
"58" 4.7 3.8 1.1 0.3
"59" 5.4 4.1 1.3 0.3
"60" 4.4 2.9 1.8 0.2
"61" 5.5 4 1.1 0.5
"62" 5.5 4 1.3 0.4
"63" 5 2.7 1.8 0.3
"64" 4.7 2.7 1 0.3
"65" 4.3 4.4 1.8 0.4
"66" 4.8 2.9 1.3 0.1
"67" 4.7 3.7 1.3 0.2
"68" 4.9 3.8 1.6 0.3
"69" 4.7 3.7 1 0.2
"70" 5.4 4.1 1.1 0.5
"71" 5.3 3.4 1.7 0.1
"72" 5.8 3 1.3 0.3
"73" 5.4 2.6 1.6 0.2
"74" 5.2 4.3 1.5 0.5
"75" 5.6 4.3 1.8 0.4
"76" 5 4.2 1.1 0.2
"77" 5 2.7 1.6 0.2
"78" 5.4 3.6 1.2 0.5
"79" 4.6 2.9 1.9 0.2
"80" 5.7 2.9 1.5 0.3
"81" 5.2 2.9 1.1 0.4
"82" 5.1 3.5 1.7 0.5
"83" 5.8 2.5 1.4 0.6
"84" 5.2 3.5 1.7 0.6
"85" 4.9 3.2 1.1 0.4
"86" 4.4 3.3 1.5 0.4
"87" 4.6 3.8 1.6 0.2
"88" 5.4 3 1.6 0.2
"89" 5.4 2.8 1.6 0.2
"90" 4.7 4.2 1.5 0.2
"91" 5.7 3.3 1.1 0.1
"92" 4.5 4.2 1.2 0.2
"93" 5.5 3.6 1.1 0.3
"94" 5.8 3.2 1.7 0.3
"95" 5.6 4.2 1.5 0.6
"96" 5.7 3 1.8 0.1
"97" 5.7 4 1 0.1
"98" 4.9 3.1 1.6 0.3
"99" 5 3.8 1.8 0.4
"100" 4.7 2.6 1.3 0.6
"101" 5.5 3.3 1.4 0.2
"102" 5 3.9 1.4 0.2
"103" 5.4 4.3 1.2 0.3
"104" 4.5 2.5 1.5 0.1
"105" 5.2 3.7 1.8 0.4
"106" 5.3 3.8 1.8 0.4
"107" 4.6 3.4 1.1 0.1
"108" 5.6 3.6 1.6 0.5
"109" 5.7 3.5 1.4 0.2
"110" 4.3 3.2 1.1 0.3
"111" 4.6 2.4 1 0.3
"112" 4.9 4.3 1.8 0.3
"113" 5.1 3.5 1.6 0.4
"114" 5.3 4 1.8 0.5
"115" 5.8 2.8 1.1 0.5
"116" 5.8 3.6 1.8 0.3
"117" 4.7 2.6 1 0.6
"118" 4.4 2.4 1.2 0.3
"119" 5.4 4 1.4 0.2
"120" 5.8 4.1 1.3 0.1
"121" 4.6 3.3 1.2 0.2
"122" 5.4 3.9 1.4 0.3
"123" 4.3 2.7 1.5 0.6
"124" 4.5 2.9 1 0.4
"125" 4.8 2.8 1 0.2
"126" 4.7 3.2 1.4 0.4
"127" 4.6 4.4 1.1 0.4
"128" 5.8 3.3 1.1 0.4
"129" 5.5 3.5 1 0.3
"130" 4.6 2.4 1.3 0.5
"131" 4.5 2.8 1.3 0.2
"132" 4.8 3.9 1.3 0.2
"133" 4.5 3.1 1.6 0.4
"134" 5.4 3.3 1.3 0.4
"135" 5.1 3.7 1 0.4
"136" 5.3 4.1 1.1 0.6
"137" 5.2 3.3 1.7 0.1
"138" 5 2.9 1.9 0.2
"139" 5.5 3 1.5 0.4
"140" 4.8 4.3 1.1 0.4
"141" 5.7 2.7 1.5 0.5
"142" 4.7 3.4 1.6 0.5
"143" 5.1 3.3 1.6 0.4
"144" 5.3 3.8 1.1 0.4
"145" 4.5 2.9 1.7 0.4
"146" 5.4 2.7 1.8 0.4
"147" 4.6 2.9 1.1 0.2
"148" 4.9 3.9 1.3 0.6
"149" 4.6 3.4 1.2 0.3
"150" 5.4 2.3 1.5 0.4
"151" 5.6 3.4 1.8 0.1
"152" 4.6 3.6 1.1 0.3
"153" 5.8 3 1.2 0.2
"154" 4.4 3 1.2 0.5
"155" 5.7 3.1 1.5 0.5
"156" 4.6 3.8 1.3 0.4
"157" 4.7 4.3 1.6 0.2
"158" 5.8 3.9 1 0.2
"159" 5.3 2.6 1 0.4
"160" 5.1 3 1.8 0.2
"161" 5.8 2.8 1.4 0.4
"162" 4.7 4.2 1.7 0.3
"163" 5.2 3.1 1.4 0.4
"164" 5.7 3.8 1.8 0.5
"165" 4.9 3.5 1.2 0.2
"166" 5.5 2.5 1.8 0.3
"167" 4.6 3.5 1.5 0.1
"168" 4.8 4.1 1.4 0.5
"169" 4.8 3.9 1.2 0.3
"170" 4.4 3.6 1.6 0.1
"171" 5.4 4.1 1 0.5
"172" 4.8 2.9 1.4 0.3
"173" 5.1 2.6 1.4 0.2
"174" 4.8 4.1 1.5 0.3
"175" 5.1 4.1 1.8 0.2
"176" 4.6 4.2 1 0.5
"177" 5.1 3.3 1.7 0.2
"178" 5 3.1 1.9 0.2
"179" 4.4 3.8 1.3 0.3
"180" 5.6 2.4 1 0.5
"181" 5.7 2.5 1.3 0.1
"182" 5.1 3.6 1.5 0.5
"183" 4.7 3.1 1.6 0.3
"184" 5.8 3.3 1.8 0.4
"185" 4.6 2.5 1.7 0.2
"186" 5.3 3.3 1.6 0.3
"187" 5.5 2.7 1.2 0.2
"188" 4.7 2.9 1.1 0.3
"189" 5 4.1 1.4 0.2
"190" 4.7 2.7 1.3 0.5
"191" 4.6 3.5 1.2 0.3
"192" 5.3 2.4 1.9 0.2
"193" 4.8 4.2 1.8 0.5
"194" 5.1 2.8 1 0.1
"195" 5.6 2.7 1.5 0.5
"196" 5.2 2.4 1 0.2
"197" 5.3 2.7 1.4 0.6
"198" 4.9 3.7 1.3 0.2
"199" 4.9 2.5 1.2 0.5
"200" 4.4 4.2 1.7 0.2
"201" 5.4 2.7 1.8 0.5
"202" 5.5 3.7 1 0.1
"203" 5.8 2.5 1.7 0.5
"204" 5.3 2.6 1.7 0.2
"205" 5.2 2.5 1.7 0.2
"206" 5.6 3.3 1.6 0.1
"207" 4.4 3.1 1.7 0.2
"208" 4.8 2.4 1.9 0.6
"209" 4.4 3 1.3 0.1
"210" 5.4 3.4 1.6 0.3
"211" 4.7 3.9 1.7 0.3
"212" 5.4 3.2 1.6 0.5
"213" 5.2 3 1.3 0.2
"214" 5.7 2.9 1.4 0.1
"215" 4.8 4 1.7 0.2
"216" 5.1 2.6 1.3 0.6
"217" 4.4 3.8 1.4 0.3
"218" 4.7 3.3 1.1 0.3
"219" 5.4 2.6 1.8 0.4
"220" 4.6 2.8 1 0.1
"221" 5.2 2.6 1 0.2
"222" 5 2.6 1.7 0.2
"223" 5.6 2.6 1.6 0.2
"224" 4.7 3.9 1.9 0.6
"225" 5.6 3.4 1.5 0.5
"226" 4.4 4.2 1.6 0.5
"227" 4.3 2.9 1 0.2
"228" 4.8 3.8 1.3 0.2
"229" 5.6 3.3 1.3 0.3
"230" 4.4 2.3 1.8 0.3
"231" 5 2.8 1.5 0.3
"232" 4.8 3.4 1.4 0.5
"233" 5.6 2.9 1.8 0.6
"234" 5.8 2.4 1.6 0.3
"235" 5.4 3.3 1.6 0.6
"236" 5.3 3.8 1.6 0.4
"237" 4.9 3.9 1.5 0.3
"238" 5.3 2.4 1.8 0.2
"239" 5.4 4 1.6 0.4
"240" 5.2 3.3 1.8 0.5
"241" 5.4 4 1.1 0.3
"242" 5.5 3.8 1.1 0.2
"243" 4.4 3.9 1.2 0.3
"244" 4.6 3.8 1.7 0.3
"245" 4.6 2.6 1.8 0.2
"246" 5.5 3.8 1.1 0.4
"247" 5.4 3.3 1.4 0.3
"248" 5.3 3.7 1 0.6
"249" 5 4 1.6 0.6
"250" 4.6 2.4 1.3 0.1
"251" 5.2 2.7 1.4 0.6
"252" 4.4 2.8 1.6 0.4
"253" 4.9 3.2 1.9 0.6
"254" 5 3.1 1.3 0.4
"255" 5.2 2.9 1.6 0.5
"256" 4.6 4.2 1 0.3
"257" 5.1 4.1 1.5 0.6
"258" 5.3 3.4 1.5 0.1
"259" 5.8 3.7 1.4 0.5
"260" 4.9 2.5 1 0.4
"261" 4.7 2.4 1.4 0.4
"262" 5.7 3.7 1.5 0.6
"263" 5.2 2.7 1.5 0.2
"264" 5.5 3.3 1.7 0.1
"265" 5.6 3.3 1.7 0.2
"266" 5 2.5 1.9 0.1
"267" 4.5 3.1 1.5 0.1
"268" 5.4 2.4 1.3 0.4
"269" 5.2 4.1 1.6 0.4
"270" 4.8 2.4 1.2 0.2
"271" 4.5 3.3 1.8 0.2
"272" 4.7 3.2 1.6 0.4
"273" 5.2 3.4 1 0.2
"274" 4.5 3.4 1.6 0.3
"275" 5.4 2.9 1.2 0.3
"276" 5.3 3.2 1.2 0.3
"277" 5.4 3.6 1.3 0.6
"278" 4.7 2.7 1.1 0.6
"279" 5.1 4.2 1.9 0.2
"280" 5 4.2 1.5 0.3
"281" 5.3 2.8 1.6 0.6
"282" 5.1 3.4 1.5 0.2
"283" 4.7 4.1 1.8 0.2
"284" 5.5 2.6 1.4 0.3
"285" 4.5 2.6 1.1 0.1
"286" 5.7 2.4 1.7 0.4
"287" 5.5 2.3 1.2 0.4
"288" 5.6 2.4 1.5 0.2
"289" 4.9 2.7 1.6 0.4
"290" 5.1 2.9 1.8 0.5
"291" 4.9 2.5 1.2 0.5
"292" 4.9 4.2 1.7 0.4
"293" 4.5 3.7 1.1 0.3
"294" 5.5 3.2 1 0.4
"295" 4.5 3.8 1.2 0.3
"296" 5.4 3.8 1.6 0.5
"297" 5.7 3.4 1.8 0.1
"298" 4.5 2.7 1.2 0.5
"299" 4.4 3.8 1.6 0.2
"300" 5.7 2.4 1.3 0.4
"301" 5.3 2.8 1.1 0.2
"302" 4.5 4 1.6 0.3
"303" 4.6 3 1.5 0.6
"304" 5.2 3.2 1 0.4
"305" 4.7 4 1.3 0.2
"306" 4.9 2.5 1.3 0.2
"307" 4.4 2.5 1 0.2
"308" 4.5 3.7 1.4 0.2
"309" 5.6 4.2 1.7 0.5
"310" 4.5 3.5 1.9 0.4
"311" 4.5 2.8 1.2 0.2
"312" 4.7 2.4 1.4 0.4
"313" 5.5 3.5 1.7 0.6
"314" 5.7 3 1.4 0.2
"315" 4.4 3.2 1 0.3
"316" 5.4 4.3 1.6 0.2
"317" 5.6 3.4 1.1 0.5
"318" 4.9 2.8 1.1 0.4
"319" 4.7 2.5 1.4 0.1
"320" 5.3 3.3 1.8 0.1
"321" 4.9 3.4 1.2 0.2
"322" 5.7 2.3 1.2 0.4
"323" 5.4 3.2 1.9 0.6
"324" 5.2 2.3 1.3 0.2
"325" 5.4 3.1 1.2 0.6
"326" 5.1 2.6 1.1 0.5
"327" 5.6 2.5 1.2 0.5
"328" 5 2.4 1.3 0.5
"329" 4.4 3.6 1.2 0.5
"330" 4.3 3.9 1.9 0.2
"331" 5.8 2.4 1.2 0.6
"332" 5 3.7 1.2 0.5
"333" 4.5 4.2 1.7 0.3
"334" 4.6 2.3 1.2 0.1
"335" 5 2.9 1.2 0.3
"336" 5.4 3.8 1.5 0.2
"337" 5.8 3.8 1.9 0.6
"338" 5.3 3.5 1.3 0.5
"339" 5.5 3.8 1.1 0.4
"340" 4.9 3.1 1.7 0.3
"341" 5.2 2.9 1.6 0.5
"342" 5.1 3.5 1.6 0.5
"343" 4.4 4.1 1.6 0.4
"344" 5.2 4 1.5 0.5
"345" 5.7 4.3 1.9 0.1
"346" 5.5 2.4 1.2 0.6
"347" 4.9 3.4 1.5 0.2
"348" 4.9 2.6 1.6 0.3
"349" 4.7 4.3 1.6 0.6
"350" 4.5 4.4 1.5 0.6
"351" 5.6 3.3 1.7 0.6
"352" 4.8 3.5 1 0.2
"353" 4.5 3.2 1.4 0.2
"354" 4.6 4 1.3 0.4
"355" 5.5 4.3 1 0.4
"356" 5.2 3.6 1 0.4
"357" 5.1 3.9 1.2 0.4
"358" 5 3.3 1.5 0.1
"359" 5.2 4.1 1.7 0.3
"360" 4.4 2.3 1.1 0.5
"361" 5.4 2.9 1.8 0.6
"362" 5.6 2.7 1.1 0.4
"363" 5.2 2.8 1.5 0.3
"364" 4.5 3.8 1.1 0.3
"365" 4.7 2.4 1.8 0.3
"366" 5 4.1 1.7 0.2
"367" 5.3 3.5 1.6 0.2
"368" 5 3.4 1.7 0.5
"369" 5.3 3.1 1.2 0.4
"370" 4.5 4.1 1.9 0.6
"371" 5.2 4.2 1.3 0.5
"372" 5.4 4 1.3 0.3
"373" 4.9 3.5 1.7 0.5
"374" 4.9 2.5 1.4 0.2
"375" 4.5 3.9 1.5 0.1
"376" 4.5 3.7 1.5 0.2
"377" 5.1 3.6 1.5 0.6
"378" 5 3.3 1.6 0.6
"379" 5 2.4 1.1 0.5
"380" 4.9 4.1 1.5 0.5
"381" 4.7 2.8 1.7 0.2
"382" 5.8 3.1 1.7 0.5
"383" 5.8 3.1 1.7 0.5
"384" 5 3.5 1 0.5
"385" 4.9 3.3 1.3 0.3
"386" 5 3.7 1.2 0.5
"387" 4.4 3.5 1.4 0.2
"388" 4.9 2.8 1.4 0.6
"389" 5.2 3.1 1.2 0.5
"390" 5.2 2.5 1.6 0.2
"391" 4.7 4 1.7 0.3
"392" 5.1 3.1 1.3 0.4
"393" 5.6 2.5 1.5 0.2
"394" 4.9 4.1 1.9 0.5
"395" 4.6 3 1.1 0.3
"396" 5.1 3.1 1.7 0.6
"397" 4.7 4 1.2 0.4
"398" 5.6 3.8 1.3 0.4
"399" 4.8 3.2 1.2 0.3
"400" 4.4 3.5 1.5 0.5
"401" 5.1 4.3 1.7 0.3
"402" 5.6 3.1 1.2 0.5
"403" 5.3 3.2 1.5 0.3
"404" 5.5 3.1 1.5 0.2
"405" 5.7 4.3 1.2 0.2
"406" 4.9 4.2 1.4 0.5
"407" 5.5 4 1.5 0.4
"408" 5.7 3.8 1.5 0.6
"409" 5.3 2.6 1.8 0.1
"410" 5.5 2.7 1.4 0.2
"411" 5.7 2.3 1.4 0.6
"412" 4.5 3.1 1.6 0.5
"413" 5.8 2.8 1 0.5
"414" 5.2 3 1.6 0.4
"415" 4.8 2.4 1.2 0.1
"416" 5 4.1 1.6 0.2
"417" 4.6 3.8 1.7 0.4
"418" 4.9 3.7 1.9 0.3
"419" 4.8 2.7 1.2 0.4
"420" 5.7 4 1.3 0.5
"421" 5.3 2.8 1.2 0.5
"422" 5.3 2.8 1.2 0.5
"423" 4.6 2.6 1.8 0.4
"424" 5.4 3.8 1.8 0.4
"425" 4.5 3.1 1.4 0.6
"426" 5.7 3.5 1.6 0.2
"427" 5.7 2.5 1.4 0.2
"428" 4.6 3.9 1.6 0.3
"429" 4.7 2.7 1.6 0.2
"430" 5 2.8 1.3 0.6
"431" 4.6 2.7 1.8 0.3
"432" 5.1 2.7 1.7 0.1
"433" 4.7 3.7 1.3 0.2
"434" 4.7 2.5 1.5 0.3
"435" 5.4 4 1.5 0.5
"436" 5 3.6 1.6 0.5
"437" 5 2.8 1.5 0.4
"438" 5.5 4.2 1.3 0.4
"439" 5.7 2.9 1.3 0.3
"440" 4.4 4.2 1.2 0.4
"441" 5.2 2.6 1.8 0.4
"442" 5.6 3.1 1.4 0.2
"443" 5.6 3.3 1.2 0.3
"444" 4.5 3.9 1.4 0.4
"445" 5.4 4 1.2 0.5
"446" 4.6 3.8 1.5 0.3
"447" 5.4 3.7 1.6 0.6
"448" 5.4 3.3 1.3 0.5
"449" 4.9 3.2 1.7 0.3
"450" 5.1 3.6 1.7 0.5
"451" 4.8 2.9 1.8 0.5
"452" 4.6 4.3 1.5 0.5
"453" 4.3 2.5 1.6 0.2
"454" 4.4 3.8 1.3 0.4
"455" 4.7 3.9 1.5 0.5
"456" 5.2 3.5 1.3 0.2
"457" 4.4 3.2 1.9 0.6
"458" 5.3 3.5 1.7 0.1
"459" 5.4 3.2 1.5 0.5
"460" 5.4 4.1 1.8 0.6
"461" 4.6 3.2 1.1 0.5
"462" 5.2 4 1.1 0.2
"463" 5.8 3.1 1.5 0.4
"464" 4.7 3.5 1.4 0.2
"465" 4.3 4.1 1.2 0.3
"466" 4.4 2.3 1.7 0.6
"467" 5.3 3.5 1.6 0.1
"468" 4.5 4 1.7 0.3
"469" 5.2 4.1 1.1 0.1
"470" 4.4 2.7 1.3 0.5
"471" 5.7 2.5 1.1 0.3
"472" 5.5 3.7 1.6 0.4
"473" 5.5 4.2 1.2 0.1
"474" 4.6 4.3 1.9 0.5
"475" 5.1 3.6 1.5 0.5
"476" 4.5 3.6 1.7 0.6
"477" 4.3 2.7 1.2 0.4
"478" 5.6 2.9 1 0.6
"479" 4.5 3.8 1.5 0.2
"480" 4.8 2.6 1.1 0.2
"481" 4.4 2.9 1.4 0.3
"482" 5.1 3.6 1.5 0.3
"483" 5.6 3.4 1.1 0.5
"484" 5.1 2.7 1.9 0.4
"485" 5.5 4.4 1.6 0.4
"486" 5.5 2.6 1.3 0.1
"487" 5.4 4.2 1.2 0.5
"488" 5.7 4.3 1.7 0.4
"489" 4.5 3.2 1.8 0.4
"490" 4.9 2.5 1.5 0.2
"491" 4.6 2.7 1.4 0.5
"492" 5.1 2.9 1.9 0.5
"493" 5.3 4.1 1.1 0.2
"494" 5.1 3.9 1.1 0.3
"495" 4.9 3.5 1.8 0.4
"496" 5 4 1.8 0.6
"497" 4.6 4.4 1.7 0.2
"498" 4.8 3.4 1.5 0.4
"499" 4.9 2.9 1.4 0.5
"500" 4.9 3.6 1.3 0.6
"501" 5.7 2.3 1.5 0.4
"502" 5.2 3.5 1.5 0.2
"503" 5 4 1.9 0.4
"504" 5.2 3.3 1.7 0.1
"505" 4.6 3.7 1 0.2
"506" 5.6 3.1 1.8 0.4
"507" 4.3 2.9 1.8 0.4
"508" 5.4 2.7 1.6 0.3
"509" 4.9 3.6 1.5 0.4
"510" 5.5 3.4 1.4 0.4
"511" 5.5 2.9 1.6 0.2
"512" 4.4 3.6 1.1 0.3
"513" 4.8 4.3 1.5 0.5
"514" 4.8 4.1 1.9 0.4
"515" 4.8 2.8 1.5 0.3
"516" 5 3.7 1.3 0.3
"517" 4.8 3.1 1.5 0.6
"518" 5.6 3.1 1.5 0.5
"519" 5.7 2.9 1.9 0.3
"520" 4.4 2.8 1.4 0.4
"521" 4.5 4.1 1 0.1
"522" 5 4.1 1.5 0.6
"523" 5.2 2.8 1.1 0.2
"524" 5.4 4 1.8 0.5
"525" 4.4 2.7 1.1 0.6
"526" 5.6 3.3 1.5 0.2
"527" 5.5 2.4 1.4 0.5
"528" 5.1 4.1 1.8 0.2
"529" 4.4 4 1.4 0.2
"530" 5.4 2.7 1.8 0.4
"531" 5.4 4.1 1.8 0.2
"532" 4.4 3.7 1.2 0.1
"533" 4.3 3 1.3 0.5
"534" 5.2 4.3 1.6 0.6
"535" 5.2 3.9 1.8 0.5
"536" 5 3.4 1.6 0.6
"537" 4.7 4 1.6 0.3
"538" 4.9 2.8 1.4 0.2
"539" 4.6 4.2 1.5 0.3
"540" 5.5 3.8 1.8 0.2
"541" 4.7 2.3 1.4 0.3
"542" 5.3 3 1.5 0.4
"543" 5.6 3.7 1.4 0.5
"544" 5.7 2.4 1.6 0.1
"545" 4.8 3.2 1.8 0.2
"546" 5.1 2.7 1.6 0.4
"547" 5.7 2.8 1.8 0.6
"548" 5.4 3.5 1.6 0.4
"549" 5.1 2.5 1.3 0.2
"550" 5.6 3.9 1.7 0.2
"551" 5.3 4.2 1.8 0.2
"552" 5.2 3.8 1.8 0.4
"553" 4.9 3.7 1.6 0.2
"554" 4.3 2.5 1.7 0.2
"555" 4.8 4 1.3 0.4
"556" 4.9 2.6 1.5 0.3
"557" 5.5 2.7 1 0.3
"558" 5.7 2.9 1.7 0.5
"559" 4.9 3.8 1 0.5
"560" 4.7 3.2 1.2 0.3
"561" 5 4.2 1.2 0.5
"562" 4.6 2.9 1.6 0.1
"563" 5.7 4 1.3 0.5
"564" 4.5 4 1.5 0.4
"565" 5 3.7 1.1 0.5
"566" 4.7 4 1.8 0.1
"567" 4.4 4 1.1 0.4
"568" 5.3 2.4 1.9 0.3
"569" 4.6 2.6 1.3 0.4
"570" 4.9 3 1.3 0.2
"571" 5.5 4.1 1.1 0.4
"572" 4.9 3.4 1 0.4
"573" 4.9 3.3 1.3 0.4
"574" 5 2.4 1.9 0.6
"575" 4.9 4 1.6 0.3
"576" 5.1 2.7 1.8 0.5
"577" 5.1 3.3 1.8 0.2
"578" 5.7 4.2 1.2 0.5
"579" 5.8 2.4 1.2 0.3
"580" 5 3.9 1.9 0.3
"581" 4.7 4.4 1.7 0.4
"582" 4.9 4 1.8 0.6
"583" 4.5 3 1.5 0.5
"584" 4.6 3.3 1.5 0.3
"585" 5.8 4.3 1.9 0.5
"586" 5.5 3.1 1.3 0.5
"587" 4.6 4.1 1.6 0.3
"588" 5.5 3.3 1.5 0.3
"589" 5.3 2.6 1.8 0.2
"590" 5.4 3.4 1.7 0.4
"591" 5.3 3.3 1.6 0.4
"592" 5.3 3.2 1.2 0.2
"593" 4.6 3.5 1.8 0.3
"594" 4.4 2.8 1.3 0.6
"595" 4.4 2.5 1.3 0.1
"596" 4.4 3.2 1.5 0.3
"597" 5 2.4 1.4 0.1
"598" 4.7 3.4 1.2 0.3
"599" 5.3 3.1 1.7 0.5
"600" 5.8 3.5 1.8 0.4
"601" 5.4 3.2 1.2 0.3
"602" 5.4 3.8 1.1 0.6
"603" 4.7 3.6 1 0.5
"604" 5.6 3 1.5 0.1
"605" 4.9 2.4 1.5 0.4
"606" 5.4 3.6 1.4 0.5
"607" 5.7 3 1.7 0.5
"608" 5.2 2.8 1.9 0.4
"609" 5 2.5 1.1 0.4
"610" 5.1 2.9 1.9 0.5
"611" 4.9 3.7 1.2 0.2
"612" 5.5 2.6 1.7 0.3
"613" 5 4.4 1.7 0.3
"614" 5 2.8 1 0.3
"615" 5.7 2.9 1.5 0.2
"616" 5.4 3.4 1.6 0.4
"617" 5.7 2.5 1.6 0.4
"618" 5 3 1.2 0.3
"619" 5.1 4.1 1.4 0.3
"620" 5.2 4.3 1.4 0.2
"621" 4.6 4.1 1.2 0.2
"622" 5.1 3.1 1.5 0.4
"623" 4.8 3 1.2 0.6
"624" 5.6 2.7 1.9 0.2
"625" 5 2.9 1.3 0.2
"626" 4.8 3.4 1.3 0.3
"627" 4.7 2.7 1.2 0.2
"628" 4.3 3.1 1.2 0.1
"629" 5.1 3 1.6 0.5
"630" 4.4 2.6 1.2 0.1
"631" 5.3 3.9 1.6 0.3
"632" 5 3.4 1.3 0.4
"633" 5.1 2.7 1.9 0.2
"634" 5.2 2.7 1.6 0.5
"635" 4.7 3.9 1.9 0.5
"636" 5.5 4.1 1 0.1
"637" 4.8 2.5 1.6 0.4
"638" 4.8 2.6 1.3 0.2
"639" 5.2 2.4 1.1 0.1
"640" 5.3 3.1 1.2 0.3
"641" 5.4 2.8 1.3 0.5
"642" 4.5 3.7 1.6 0.6
"643" 5.4 3 1.7 0.4
"644" 5.5 3.4 1.5 0.6
"645" 5 4 1.1 0.3
"646" 5.2 3 1.2 0.2
"647" 4.9 3.3 1.1 0.4
"648" 4.4 4.1 1.2 0.5
"649" 5.1 4.1 1.5 0.2
"650" 4.4 2.6 1.4 0.5
"651" 5.1 4.2 1.4 0.4
"652" 4.4 3.8 1.3 0.3
"653" 5 2.9 1.5 0.3
"654" 4.9 4.1 1.2 0.3
"655" 4.5 2.6 1.1 0.2
"656" 4.6 3.9 1.8 0.4
"657" 5.1 3.2 1.5 0.2
"658" 5.5 3.8 1.3 0.4
"659" 4.7 4 1.1 0.5
"660" 5.2 3.9 1.6 0.5
"661" 5.1 2.5 1.2 0.2
"662" 4.9 3.5 1.6 0.2
"663" 4.4 4.2 1.4 0.2
"664" 5 3.2 1 0.1
"665" 4.8 3.1 1.5 0.2
"666" 5.2 3.5 1.3 0.3
"667" 5 4.4 1.7 0.2
"668" 5 2.8 1.4 0.5
"669" 5.4 3.4 1.6 0.4
"670" 4.5 2.4 1.8 0.5
"671" 4.6 2.5 1.5 0.2
"672" 5.3 3.8 1.2 0.3
"673" 5 4 1.1 0.1
"674" 4.8 2.8 1.4 0.2
"675" 4.8 4.1 1.5 0.3
"676" 5.7 3.1 1.8 0.4
"677" 5.3 4.2 1.7 0.4
"678" 5 3.1 1.1 0.4
"679" 5.5 2.8 1 0.2
"680" 4.8 2.6 1.1 0.4
"681" 5.8 2.3 1.2 0.5
"682" 5.2 4 1.7 0.1
"683" 5.2 3.1 1.8 0.2
"684" 5.2 3.4 1.6 0.5
"685" 4.4 2.7 1.9 0.3
"686" 4.9 4 1.4 0.6
"687" 4.5 2.3 1 0.5
"688" 5.8 3.8 1.4 0.2
"689" 4.5 3.1 1.5 0.3
"690" 5.4 3.3 1.3 0.2
"691" 4.7 3.8 1.7 0.5
"692" 5.6 3.4 1.1 0.1
"693" 4.5 3.9 1.1 0.4
"694" 5.4 2.3 1.8 0.1
"695" 4.7 4.1 1.2 0.2
"696" 5.1 2.9 1.1 0.2
"697" 5.3 4.1 1.6 0.4
"698" 5.1 2.8 1.9 0.5
"699" 5.7 3.1 1.7 0.6
"700" 5.3 4.4 1.7 0.3
"701" 4.5 4 1.7 0.1
"702" 5 3.6 1.6 0.3
"703" 4.8 3.5 1.9 0.5
"704" 4.6 3.8 1.2 0.5
"705" 5.5 3.6 1.5 0.4
"706" 4.3 3.2 1.5 0.6
"707" 5.6 3.1 1.6 0.6
"708" 5.1 2.3 1.8 0.1
"709" 5.2 2.9 1.1 0.5
"710" 4.7 4.2 1.2 0.3
"711" 5.3 3.9 1.2 0.2
"712" 4.7 3.3 1.7 0.6
"713" 4.4 3.5 1.8 0.5
"714" 5.1 3.4 1.1 0.4
"715" 4.7 2.6 1.4 0.3
"716" 5.6 3.8 1.6 0.6
