"V1" "V2" "V3" "V4"
"66" 6.3 3 4.6 1.4
"67" 5.2 2.8 3.1 1.1
"68" 5.6 2.9 3.6 1.4
"69" 6.4 2.9 5 1.1
"70" 6.2 3 4.8 1.5
"71" 5 3 4.2 1.1
"72" 5.8 3.2 3.7 1.6
"73" 6 3 4.1 1.2
"74" 6 2 3.4 1.3
"75" 6 2.3 4.4 1
"76" 5.5 2 5.1 1.4
"77" 5.5 2.1 3.4 1.5
"78" 5.3 2.4 4.1 1.6
"79" 5.8 2.1 5.1 1.2
"80" 5.9 2.3 3.3 1.6
"81" 6.5 2.3 4.4 1.2
"82" 6.3 3.1 4.5 1.5
"83" 5.1 2.3 5.1 1.7
"84" 5.2 2.4 4.3 1.1
"85" 6.2 2.5 3.3 1.5
"86" 6.1 2.1 4.5 1.7
"87" 6.5 2.3 4.4 1.3
"88" 6.8 2.7 4.6 1.8
"89" 6.3 3.3 3.1 1.4
"90" 5.6 2 3.1 1.5
"91" 5.9 2.6 3.3 1.6
"92" 5.6 3.1 3.4 1.2
"93" 6.9 2.7 4 1
"94" 6.6 2.4 3.8 1.6
"95" 6.3 2.4 4.4 1.1
"96" 6.5 2.4 4.3 1.5
"97" 6.5 2.9 3.4 1.4
"98" 5.2 2.4 3.5 1.5
"99" 6.8 2.4 4.2 1.5
"100" 6.5 2.3 3.3 1.6
"101" 5 2.4 4.3 1.4
"102" 6.6 2.4 4.3 1.1
"103" 6.1 2.3 4.8 1
"104" 5.7 2.1 3.6 1.8
"105" 5.2 2.7 3.7 1.1
"106" 5.1 2 3.2 1
"107" 5.8 2.7 4.9 1.4
"108" 6 2.2 4.8 1.6
"109" 5.8 3.1 3.1 1.3
"110" 4.9 2.1 4.1 1.2
"111" 5.9 2 4.5 1.2
"112" 5 3 5 1.5
"113" 6.9 2.6 4 1.1
"114" 6.2 3.3 4.2 1.3
"115" 6.4 2.5 3.9 1.3
"116" 6.3 2.3 3.5 1.7
"117" 6.6 3.4 3.8 1.6
"118" 5.9 3 3.9 1.4
"119" 6.2 2.1 4.8 1.4
"120" 6 2.2 4.1 1
"121" 6.6 2.7 3.7 1.6
"122" 5.1 2 4.1 1.7
"123" 6.3 2.1 4.7 1.5
"124" 6.3 2.6 4.1 1
"125" 5.4 2.3 4.3 1.5
"126" 6.1 3.1 3.9 1.8
"127" 5.2 2.4 3.2 1.3
"128" 5.1 3.3 3.6 1.4
"129" 5.1 2.2 4.8 1.1
"130" 7 2.6 3.1 1.4
"131" 5.8 2.3 3.2 1.6
"132" 5.2 3 3.8 1.1
"133" 4.9 2 4.3 1.5
"134" 5.1 2.3 4.5 1
"135" 6.9 2.4 3.6 1.2
"136" 5.9 2.4 5.1 1.5
"137" 5.3 2.9 5 1.4
"138" 5.4 2.3 3 1.1
"139" 5.3 2.7 4.3 1.1
"140" 6.1 2.3 5 1.4
"141" 5.8 3.2 4.3 1.6
"142" 5.1 2.7 4.8 1.6
"143" 5.7 3.3 3.9 1.4
"144" 5.1 2.1 4.5 1.2
"145" 5.7 3.3 4.5 1.4
"146" 6.3 2.6 3.5 1.6
"147" 4.9 2.4 4.9 1.4
"148" 5.5 2.1 3.9 1.7
"149" 5 2.2 4.7 1.5
"150" 5.4 2.1 3.5 1.1
"151" 5.8 2.4 3.8 1.3
"152" 5.8 2.9 3.2 1.1
"153" 6.6 2.7 3.7 1.2
"154" 5.8 2.5 4.5 1.4
"155" 6 2.4 4.9 1.1
"156" 6.8 2.1 3.2 1.4
"157" 6.1 2.6 3.8 1.1
"158" 5.9 3.2 4.8 1.7
"159" 6.9 3.4 3.4 1.2
"160" 5.8 2 3.9 1.7
"161" 5.8 2.5 4.6 1.1
"162" 6.6 2.7 3.8 1.1
"163" 6.2 2.2 4.5 1.7
"164" 5.6 2.3 4.7 1
"165" 6.5 2.8 4.6 1.8
"166" 6.3 3.2 3.1 1.1
"167" 6.5 3.3 3.3 1.4
"168" 6.4 2.8 3.2 1.1
"169" 5 3.2 3.5 1.7
"170" 6.8 2.4 3 1.7
"171" 5.4 2.5 4.1 1.8
"172" 5.4 3.3 5 1.8
"173" 4.9 2.5 4.4 1.3
"174" 5.4 2.2 3.8 1.5
"175" 5.8 2.9 4.2 1.4
"176" 5.3 3.2 4 1.6
"177" 5.1 2.4 3.4 1.2
"178" 5.8 2.1 4.1 1.6
"179" 5.8 2.2 4.9 1.6
"180" 5.2 2.8 3.5 1.7
"181" 6 2.8 3.2 1.4
"182" 5.4 3.4 3.9 1.1
"183" 4.9 2.9 4.8 1.3
"184" 6.5 2.5 4.6 1.5
"185" 6.8 2.6 5.1 1.2
"186" 6.2 2.6 4.3 1.8
"187" 5.8 2.9 3.5 1.6
"188" 6.2 2.7 4 1.8
"189" 5.3 3.2 4 1.7
"190" 6.1 3.2 4.4 1.5
"191" 5.6 2.8 3.5 1.2
"192" 6.2 2.5 4 1.4
"193" 6.6 2.9 3.2 1.8
"194" 5 3.2 3.8 1.5
"195" 7 3.3 3.3 1.4
"196" 6.8 2.4 3.4 1.5
"197" 5.1 2.3 3.7 1.7
"198" 5.7 3.2 3.8 1.7
"199" 5.9 2.7 4.5 1.3
"200" 5.8 2.1 4.1 1.7
"201" 5.8 3.4 3.7 1.1
"202" 6.6 2 4.7 1.4
"203" 5.5 2.6 3.8 1.6
"204" 6.4 2.9 3 1.7
"205" 6.5 2 4.6 1.6
"206" 5 2 3 1.6
"207" 6.2 2.1 4.8 1.1
"208" 5.5 2.5 3.4 1.5
"209" 6.3 2.2 4.7 1.8
"210" 6.1 2.8 3.4 1.4
"211" 5.9 2.2 4.9 1.2
"212" 6.4 2.9 4.1 1.5
"213" 6.4 3 4 1
"214" 6 3.2 3.2 1.1
"215" 5.7 2.3 3.6 1.8
"216" 6.4 2.3 3.9 1.2
"217" 6 3 3.6 1.1
"218" 7 2.9 3.7 1
"219" 6.2 2.5 4.5 1.3
"220" 5.6 2.2 4.9 1.4
"221" 6.1 3 4.7 1.3
"222" 7 2.7 3.4 1.3
"223" 6.6 2.7 4.3 1.6
"224" 6.8 2.6 4.8 1.6
"225" 5.4 2 4.9 1.3
"226" 5.2 3.3 3.9 1.1
"227" 5.5 3.3 3.8 1.3
"228" 6.6 2.5 4.8 1.3
"229" 6.7 2.5 4.2 1.7
"230" 6 2.5 3.8 1.2
"231" 6 2.5 4.8 1.6
"232" 5.5 2.7 3.4 1.2
"233" 5.4 2.8 4 1.5
"234" 6.6 2.4 4.7 1.4
"235" 5.5 3 4.7 1.4
"236" 5.9 2.2 4.1 1.3
"237" 5.6 2.6 4.6 1.1
"238" 6 2.9 3.1 1.4
"239" 6.6 2 3.2 1.6
"240" 6.3 3.3 4 1
"241" 5.6 3.1 4.5 1.8
"242" 6.8 3.1 3.6 1.6
"243" 6 2.7 5 1.8
"244" 5.2 2.4 5 1.5
"245" 5.3 2.9 3.8 1.7
"246" 5.7 2.9 4.2 1.4
"247" 6.4 2.3 3.9 1.6
"248" 6 3.1 3.7 1.7
"249" 6.7 2.4 3.7 1.1
"250" 5 3.1 4.5 1.3
"251" 6.7 2.1 4.7 1.6
"252" 5.7 2.4 5.1 1.6
"253" 5 2.1 3.4 1.2
"254" 6.3 3.2 3.9 1.7
"255" 5.3 2.2 5 1
"256" 5.6 2 4.3 1.4
"257" 6.9 3.3 4.2 1.3
"258" 6.4 2.1 4.4 1
"259" 6.2 3.4 3.3 1.4
"260" 6.9 2.7 3.1 1
"261" 5.7 2.2 3.4 1.4
"262" 5.7 2.7 5 1.3
"263" 5.9 2.4 3.1 1.1
"264" 5.9 2.8 4.4 1.6
"265" 6.8 2.2 4.7 1
"266" 5.3 2.3 4.1 1
"267" 6.5 3.1 3.1 1.3
"268" 6.9 2.8 4.5 1.1
"269" 5 2.6 3.4 1.1
"270" 6.9 2.7 3.7 1.5
"271" 6.5 2.9 4.6 1.1
"272" 6.2 3.3 4.9 1.3
"273" 5.1 3.3 3.8 1.3
"274" 6.1 3.2 3.5 1
"275" 6.7 3 3.6 1.3
"276" 5.6 3.1 3.2 1.6
"277" 6.1 2.6 4.9 1.6
"278" 5.5 2.2 3.7 1.1
"279" 5.8 2.6 3.3 1.4
"280" 6.7 3.3 4.6 1.4
"281" 5.1 2 4.3 1.7
"282" 5.8 2.1 4.2 1.6
"283" 5.8 3.4 4.8 1.8
"284" 6 2.7 3.6 1.8
"285" 6 2.2 4 1.7
"286" 5.3 2.1 3.2 1
"287" 5.3 2.2 3.8 1.5
"288" 5.9 3.2 3.2 1.7
"289" 5.8 2.7 3.2 1.3
"290" 6.6 3 3.5 1.8
"291" 6.5 2.5 4.7 1
"292" 6 2.7 4.6 1.2
"293" 5.7 2.6 4.9 1.6
"294" 5.8 3.3 3.3 1.3
"295" 6.4 2.6 4.7 1.1
"296" 5.9 2.8 5.1 1.1
"297" 6.6 2.6 3.7 1.2
"298" 6.1 3.1 3.4 1.1
"299" 5.9 2.8 3.6 1.2
"300" 4.9 3.4 4.8 1.2
"301" 5.5 3 4.8 1.1
"302" 6.5 3.2 3.9 1.6
"303" 5.7 2.7 3.6 1.1
"304" 5.5 3.1 4.7 1.4
"305" 5.7 2.6 3.5 1.6
"306" 5.1 2.6 3.1 1.6
"307" 5 2.3 4.2 1.3
"308" 6.2 3.3 4.7 1.6
"309" 5.2 3.4 4.1 1
"310" 5.7 3.4 4.2 1.3
"311" 6.6 2.6 5.1 1.4
"312" 5.9 3.3 3.1 1.7
"313" 6.9 2.8 3.5 1.3
"314" 5.4 2.5 4.5 1.6
"315" 5.7 2.6 4.7 1.8
"316" 6.9 2.1 3.5 1.3
"317" 5.5 2 3.6 1.1
"318" 6.5 3.1 4.7 1.2
"319" 5.4 2.2 3.8 1.4
"320" 5 2.7 4.2 1.8
"321" 6 2.1 4 1.8
"322" 6.1 2.8 3.1 1.7
"323" 6.1 3 4.8 1.5
"324" 6 3.3 4.9 1.1
"325" 6.6 3.3 3.1 1.8
"326" 5 2.4 5 1.2
"327" 5.7 2.8 3.8 1
"328" 5.8 2.5 3.2 1.1
"329" 6.1 3.4 3 1.2
"330" 5.6 2.9 4.4 1.4
"331" 6.5 2.6 4.6 1.7
"332" 6.1 2.2 3.1 1.2
"333" 6.4 3.3 3.8 1.2
"334" 6.9 2.9 4.3 1.2
"335" 5.8 2.4 4.6 1.1
"336" 5.9 2.6 4.5 1.1
"337" 6 2.4 5.1 1.4
"338" 6.6 2.2 3.6 1.7
"339" 6.8 2.1 3.8 1.1
"340" 6.5 3 3.1 1.7
"341" 5.5 3.1 4.6 1.4
"342" 6.2 3.2 5.1 1.7
"343" 5.5 2 4.2 1.7
"344" 6.1 2.8 4.2 1.5
"345" 5.8 2.9 3.1 1.1
"346" 5.1 2.6 4.5 1.7
"347" 6 2.6 4.5 1.6
"348" 6 3.2 3.8 1.7
"349" 6.1 2.6 3.8 1.4
"350" 5 2.8 3.2 1.5
"351" 5.4 3.1 4.6 1.5
"352" 6.4 2 4.9 1.5
"353" 5.3 2.7 3.4 1.2
"354" 5.1 3.1 4.9 1
"355" 5.7 2.5 3.6 1.1
"356" 5.9 3 4 1
"357" 5.8 2.1 3.9 1.5
"358" 6 2.3 4.4 1
"359" 5.2 2 3.5 1.3
"360" 6.5 3.3 3.1 1.8
"361" 6.8 2.8 3.5 1.7
"362" 6.9 2.8 3.9 1.2
"363" 6 3.2 4.3 1.3
"364" 5.5 2.3 4.2 1.2
"365" 6.3 2.5 5.1 1.1
"366" 6.5 2.8 3.9 1
"367" 6.6 2.5 3.4 1.1
"368" 4.9 2.5 3.7 1.8
"369" 5.5 2.8 5.1 1.1
"370" 6.8 3.3 3.1 1.4
"371" 6.6 3.2 3.9 1.3
"372" 5.2 2.8 4.3 1.4
"373" 6.5 3.1 3.8 1.5
"374" 6.8 2.6 3.4 1.6
"375" 5.2 2.7 3.2 1.3
"376" 6.7 2.2 3.3 1.5
"377" 5.1 3.1 3.2 1.8
"378" 6.8 2.7 5 1.6
"379" 6.9 2.8 4.9 1.5
"380" 5.2 2.6 3.9 1.6
"381" 5.3 2.4 3.7 1.7
"382" 5.2 2.7 4.6 1.7
"383" 6.5 2.6 4.7 1.4
"384" 6.1 2.7 4.1 1.6
"385" 6.5 2.8 4.7 1.2
"386" 6.7 2.2 3.8 1
"387" 6.9 2.8 3.4 1.1
"388" 5.7 3.1 3.1 1.2
"389" 5.8 3.2 3.8 1.3
"390" 5 3.2 4.2 1
"391" 6.3 3.3 3.7 1
"392" 6.8 3.4 4.6 1.4
"393" 5.9 3.1 3.1 1.4
"394" 6.2 3.1 4.7 1.5
"395" 5.7 2.2 3.4 1.3
"396" 6.7 2.3 4.6 1.5
"397" 6.3 2.7 5 1.2
"398" 6 3 4.2 1
"399" 5.7 2 4.6 1.2
"400" 6.8 2.6 3 1.3
"401" 6.5 2.5 4.3 1
"402" 6.7 2.5 4.6 1.3
"403" 6.7 2.3 3.8 1.4
"404" 6.8 2.1 3.8 1.1
"405" 6.4 2.1 4 1.3
"406" 6.3 2.6 3.6 1.3
"407" 6 2.6 4.2 1.3
"408" 6.5 3.4 4.9 1.3
"409" 6.6 2.8 4 1.1
"410" 5.4 3.3 3.1 1.4
"411" 6.1 3.4 3.2 1.1
"412" 5.5 2.2 3.4 1.3
"413" 6.2 3.2 3.5 1.6
"414" 6.5 2.7 4.7 1.5
"415" 6.2 2.3 4.6 1.4
"416" 6.1 2.2 3.7 1.3
"417" 6.1 3.1 4.2 1.2
"418" 6.6 3.1 4.3 1.8
"419" 6.7 2.5 4.5 1.1
"420" 6.1 3.3 3 1
"421" 6.5 2.2 3.5 1.5
"422" 6.5 2.1 4.9 1.7
"423" 6.5 3.2 3.8 1.5
"424" 5.6 2.7 4.3 1.7
"425" 5.3 3 3.3 1.7
"426" 5.7 2.4 4.9 1
"427" 6.5 2.2 3.1 1.1
"428" 6.7 2 3.9 1.4
"429" 6.3 2.7 3.5 1.7
"430" 6.8 3.1 4.5 1.3
"431" 6.6 3.3 4.8 1.7
"432" 6.1 3.1 3.7 1.3
"433" 6.7 2.1 4.7 1.2
"434" 6.5 2.1 3.2 1.7
"435" 5.9 2.8 4.2 1.2
"436" 5.9 2.4 4 1.7
"437" 5.2 2.1 4.8 1.5
"438" 5.2 3.2 3.4 1.6
"439" 6 2.6 3.8 1.5
"440" 5.1 2.8 4.7 1.7
"441" 5.5 3.3 4.5 1.5
"442" 4.9 3.2 4.5 1.6
"443" 6.3 3 4.4 1.5
"444" 5.9 2.7 4.1 1
"445" 5.7 3.4 3.9 1.4
"446" 6.6 2.4 4.3 1.8
"447" 6.4 2.7 4 1.7
"448" 5.5 2.5 5.1 1.6
"449" 6.8 3.1 3.3 1.5
"450" 5.6 3.1 3.2 1.8
"451" 5.7 3.2 5 1.6
"452" 6.7 3 3.3 1
"453" 6.9 2.9 3.9 1.7
"454" 5 3.3 3.8 1.1
"455" 6.8 2.7 4.8 1.4
"456" 7 2.9 4.2 1.1
"457" 6.4 2.1 4.7 1.4
"458" 5.6 2.4 5.1 1.6
"459" 6 2.8 3.8 1.5
"460" 5.2 3.4 4 1.5
"461" 5.5 2.4 4.4 1.6
"462" 5.1 2.5 3.2 1.7
"463" 6.8 2.3 3.2 1.8
"464" 6.6 2.6 3.6 1.3
"465" 6.7 2.4 4.1 1.6
"466" 5.3 2.8 4.4 1.4
"467" 6.4 2.2 4.4 1.6
"468" 6.5 3 3.6 1.3
"469" 6.3 2.8 5.1 1.4
"470" 6 3 5 1.6
"471" 6.6 3 3.3 1.7
"472" 6.8 2.6 3.5 1.6
"473" 6.2 2.9 4.5 1.5
"474" 5.1 3.1 3.6 1.6
"475" 6.6 3.3 4.2 1.1
"476" 5.9 2.3 4 1
"477" 5.7 3 3.8 1.6
"478" 6 2.7 3.7 1.4
"479" 5.3 3.2 5 1.7
"480" 6.8 3.4 5 1.1
"481" 5.2 3.2 4.1 1.8
"482" 5.1 2.5 4.5 1.7
"483" 5.1 2.7 4.6 1.6
"484" 6.7 3 3.6 1.2
"485" 6.4 2.5 3.5 1.3
"486" 6.6 2.1 4.4 1.8
"487" 5.2 2.4 5.1 1
"488" 5.5 2.4 3.6 1.2
"489" 6.2 3.2 3.7 1.1
"490" 5.2 2.2 3.3 1.4
"491" 5.5 3 4.5 1.5
"492" 5 2.9 3.9 1.6
"493" 5.9 2.8 3.5 1
"494" 5.4 2.5 3.8 1.4
"495" 5.5 2.6 4.3 1.4
"496" 6 2.4 3.9 1.5
"497" 5.4 2.6 3.2 1.4
"498" 5.8 3.3 3.2 1.2
"499" 6.3 2.2 3.1 1.3
"500" 6.4 2.3 3.8 1.4
"501" 5 2.8 3.4 1.4
"502" 6.2 2.8 3.6 1.7
"503" 5.9 2.8 3.5 1.4
"504" 6.9 2.5 4.4 1.2
"505" 6 2.4 3.9 1
"506" 4.9 2.1 4.2 1
"507" 5.6 3.1 4.9 1.6
"508" 5 3.4 4.2 1.2
"509" 6.7 3.1 4 1.1
"510" 6.6 2.7 3.2 1.5
"511" 6.1 2.9 3.3 1.8
"512" 6.9 2.1 4.6 1.8
"513" 6.4 2 3.7 1.1
"514" 6.1 2.3 3.6 1.1
"515" 6 2.6 5 1.6
"516" 6.7 2.4 3.4 1.5
"517" 5 3 4.6 1.6
"518" 5.9 2.8 3.4 1.3
"519" 5.3 2.8 3.7 1.7
"520" 5 2.8 3.6 1.4
"521" 5.1 3.4 4.9 1.5
"522" 6.5 3.2 4.8 1.4
"523" 5.1 2.9 4 1.3
"524" 5.3 2.5 4.4 1.5
"525" 6.1 2.8 4.3 1.4
"526" 6.8 3.2 3.5 1.5
"527" 6.9 3.1 4.1 1.8
"528" 6.1 2.5 4.3 1.4
"529" 5.7 2.5 3.7 1.8
"530" 6.8 3.4 4.2 1
"531" 6.6 2.8 4.4 1.7
"532" 5.3 2 4.7 1.6
"533" 6.7 2.2 4.8 1.2
"534" 6.9 3.2 4.1 1.4
"535" 5.7 2.5 3.2 1.1
"536" 6.5 2.4 3 1.7
"537" 6.5 2.5 3.7 1.6
"538" 6.8 2.8 4.9 1.3
"539" 6.3 2.7 5 1.7
"540" 6.4 3.1 3.2 1.7
"541" 5.6 3.3 5.1 1.7
"542" 6.5 3.1 4.1 1.3
"543" 5.4 2.4 4.2 1.1
"544" 5.6 2.4 3.9 1.6
"545" 6.2 2 3.2 1.6
"546" 6.2 2.4 4.8 1.2
"547" 7 2.3 4.6 1.6
"548" 6.1 2.6 4.6 1.5
"549" 6.4 2.6 3.9 1.6
"550" 5.3 2.1 4.2 1.7
"551" 5.7 3 4.8 1.8
"552" 6.5 2.3 3.5 1.2
"553" 5.4 3.1 4.3 1
"554" 5.6 3.1 3.4 1.6
"555" 5.1 2.9 4.9 1.7
"556" 5.4 2.2 4.2 1.4
"557" 6.7 3.1 4.9 1.6
"558" 6.7 2.9 3.4 1.3
"559" 6.4 2.6 4.4 1.1
"560" 6.2 2.5 3.3 1.8
"561" 5.6 2.2 4.2 1.4
"562" 4.9 3.1 4.9 1.6
"563" 5.6 2.1 3.7 1.3
"564" 6.6 3.1 3.8 1.2
"565" 5 3.3 4.4 1.5
"566" 6.8 2.1 4.5 1.6
"567" 6.2 2.9 3.1 1.7
"568" 5 2.3 3.3 1.4
"569" 6.1 3.3 5 1.8
"570" 5.3 3.3 4.7 1.1
"571" 5.1 2.8 5 1.6
"572" 6 2.1 4.3 1.8
"573" 6.7 2 3 1.7
"574" 6.9 2.2 4.4 1.7
"575" 5.2 2.8 4.4 1.3
"576" 6.3 3.1 3.3 1.4
"577" 5.3 2.8 3.8 1.1
"578" 5.3 2.9 3.2 1.5
"579" 5.8 3.3 3.8 1.3
"580" 5.3 3.1 4.9 1.3
"581" 5.7 2 3.5 1.3
"582" 6.6 2.9 3.3 1.1
"583" 4.9 3.1 3.4 1.2
"584" 6.4 2.2 4.8 1.5
"585" 5.3 2.1 3.6 1.3
"586" 5.7 2.7 5 1.6
"587" 7 3.1 3.4 1.7
"588" 5.6 2.9 4.8 1.3
"589" 5.4 2.7 4.8 1.6
"590" 5.1 3 4.8 1.7
"591" 6.5 2.2 3.6 1.2
"592" 6.3 3.2 3.5 1.6
"593" 5.2 2.1 5 1.7
"594" 6.5 2.2 4.6 1.7
"595" 5.2 2.6 4.7 1.4
"596" 6.5 3.1 5 1.7
"597" 5.4 2.2 3.2 1.7
"598" 6 3 4.8 1.5
"599" 6 3.3 3.4 1.6
"600" 5.7 3.3 4.3 1.4
"601" 6.4 2.7 3.7 1.7
"602" 5.1 2 3.8 1.7
"603" 4.9 3.1 4.1 1.1
"604" 7 3.3 4.8 1.2
"605" 4.9 2.3 4.8 1.7
"606" 6.1 2.1 3.6 1.7
"607" 5.4 2.9 5.1 1.1
"608" 5.9 2.8 3.6 1.2
"609" 5.4 2.8 3.2 1.3
"610" 5.3 3 4.6 1.7
"611" 5 2.5 5.1 1.1
"612" 6 2.5 3.8 1
"613" 6.6 2.9 4 1.3
"614" 6.4 3 5 1.6
"615" 6.1 2.2 3.6 1
"616" 5.1 3 4.9 1.6
"617" 5.1 2.3 4.4 1.5
"618" 6.6 2.8 3.1 1.3
"619" 6.7 2 3.1 1.1
"620" 5 2.8 3.9 1.7
"621" 6.1 3.1 4 1
"622" 6.2 2.4 3.9 1.6
"623" 5.6 2.7 4.9 1.6
"624" 6 3.2 5 1.5
"625" 5.8 2.4 4.4 1.1
"626" 6.3 2 3.2 1.6
"627" 6.3 3.3 3.9 1.6
"628" 6.9 2.8 4.1 1.3
"629" 6 3.2 3.2 1.6
"630" 6.4 2.4 4.2 1.7
"631" 6.1 3.3 3.6 1.1
"632" 5.9 2.8 3.8 1.1
"633" 5.4 2.9 3.1 1.3
"634" 5.3 2.5 4.5 1
"635" 6.1 2.9 3.1 1.2
"636" 6.9 2.7 4.5 1.2
"637" 5.3 3.2 4.3 1.3
"638" 6.5 2.3 4.8 1.4
"639" 5.5 2.7 3.3 1.7
"640" 5.7 2.2 4.6 1.8
"641" 6.6 2.5 4.4 1.8
"642" 5.3 2.4 5 1.1
"643" 5.7 3.3 4.1 1.3
"644" 6.6 3.3 4.6 1.2
"645" 6.3 3.3 4.9 1.6
"646" 5.6 2.5 4.3 1.3
"647" 6.9 2.8 3.6 1.6
"648" 6.5 3.3 5 1.3
"649" 6.7 3.2 3.4 1.3
"650" 6 2.8 3 1
"651" 5.2 3.1 4.2 1.3
"652" 6.2 3.3 4.1 1.6
"653" 5.1 2.9 4.1 1.6
"654" 5.5 3.3 5 1.1
"655" 5.4 2.4 3.1 1.4
"656" 5.2 3.3 4.5 1.6
"657" 5.6 2.8 5 1.6
"658" 5.6 2.4 3.1 1.4
"659" 6.5 2 3.2 1.3
"660" 6.5 2.2 3.4 1.1
"661" 5.7 2.2 3.4 1.1
"662" 5.5 2 3.3 1.1
"663" 5.8 2.6 3.1 1
"664" 6.1 2.2 5 1.8
"665" 6.3 3.3 4.2 1.7
"666" 6.8 2.3 4.5 1.8
"667" 5 2.5 3.2 1.3
"668" 6.7 2 4.1 1.5
"669" 6 2.3 3.5 1.7
"670" 5.4 2.6 4 1.3
"671" 6.7 3.1 4.9 1.5
"672" 5.3 2.5 4.7 1.6
"673" 5.7 2.7 4.9 1.6
"674" 6.6 3.2 4.2 1.1
"675" 6.2 2.2 3 1.1
"676" 6.4 2.9 5.1 1.2
"677" 6 3.2 3.1 1.3
"678" 5.9 3.4 4.6 1.8
"679" 5.8 2.8 4.3 1.7
"680" 6.3 3 3.2 1.7
"681" 6.8 2.9 3.5 1.1
"682" 6.2 2.9 4.3 1.3
"683" 5 2.7 3.3 1.2
"684" 6.7 3.3 3.6 1.8
"685" 5.3 3.4 4.1 1.4
"686" 5.4 2.9 3.7 1.2
"687" 5.1 2.5 4.3 1.8
"688" 6.2 3.1 4.2 1.1
"689" 5.6 2.9 3.5 1.8
"690" 5.9 2.6 4.3 1.5
"691" 6.5 3.3 4.5 1.1
"692" 6 3.3 4.3 1.5
"693" 5.9 2.6 4.7 1.7
"694" 6 3.3 4.4 1.4
"695" 6 2.9 3.4 1.8
"696" 6.4 2.9 4.8 1.6
"697" 4.9 3.4 4.9 1.5
"698" 5.9 2.6 4.7 1.8
"699" 5.3 2.9 3.9 1.7
"700" 5.7 2.3 4.8 1.3
"701" 6 2.3 4.1 1
"702" 5.4 2.9 4.9 1.4
"703" 6.8 3 3.4 1.6
"704" 5.8 2.7 3.8 1.2
"705" 5.7 2.7 3.3 1.8
"706" 6.1 2.5 3.2 1.4
"707" 6.5 2.3 3.2 1.3
"708" 5.9 3.1 4.4 1.1
"709" 5.5 3.3 3.7 1.6
"710" 6.8 3 4.5 1.6
"711" 5.4 2.5 3.9 1.3
"712" 6 2.4 4.6 1.1
"713" 6.6 2.8 3.5 1.6
"714" 5.6 2.2 5.1 1.7
"715" 6.1 2.8 3.2 1.3
"716" 6.8 3.3 4.1 1.6
"717" 5.5 2.8 4.9 1
"718" 5.9 2.6 4.3 1.4
"719" 6 2.2 3.8 1.8
"720" 5.1 3.2 4 1.5
"721" 5.2 2.4 3.8 1.6
"722" 6.6 3.2 3.5 1.2
"723" 5.2 3 4.1 1.6
"724" 6.3 2.8 3.6 1.5
"725" 6 2.4 3.1 1.3
"726" 5.8 2.4 3.9 1
"727" 6.2 2 3.3 1.4
"728" 5.8 2.2 3.9 1.5
"729" 6.9 2.6 3.9 1.6
