"V1" "V2" "V3" "V4" "V5"
"339" 2 6 14 1 48
"340" 2 9 4 2 18
"341" 2 12 17 2 23
"342" 2 22 11 2 63
"343" 1 8 11 1 28
"344" 2 16 18 2 42
"345" 2 16 9 2 59
"346" 2 4 12 2 14
"347" 2 20 19 1 23
"348" 1 22 11 1 44
"349" 2 13 6 2 16
"350" 1 16 20 1 5
"351" 2 9 6 2 20
"352" 1 3 5 1 4
"353" 2 15 1 1 57
"354" 1 21 1 1 15
"355" 2 9 5 1 60
"356" 2 5 15 1 23
"357" 2 7 19 2 55
"358" 1 9 10 1 7
"359" 2 6 14 2 18
"360" 2 22 11 1 55
"361" 1 4 14 1 28
"362" 2 23 7 1 53
"363" 2 3 15 1 6
"364" 2 4 17 2 29
"365" 1 13 20 2 23
"366" 2 19 16 1 13
"367" 2 21 6 1 60
"368" 2 10 15 2 16
"369" 1 21 14 2 18
"370" 2 20 13 2 20
"371" 2 3 8 1 54
"372" 1 17 9 2 27
"373" 2 10 2 1 51
"374" 2 22 6 1 28
"375" 1 14 11 1 60
"376" 2 13 16 1 30
"377" 1 19 9 1 15
"378" 1 21 3 1 57
"379" 1 20 4 2 41
"380" 2 20 4 2 43
"381" 2 10 19 1 48
"382" 1 22 12 2 60
"383" 2 17 14 2 65
"384" 1 13 4 1 16
"385" 2 4 13 2 52
"386" 2 17 2 2 53
"387" 2 21 14 2 43
"388" 1 22 17 2 43
"389" 1 12 9 2 50
"390" 1 13 19 2 57
"391" 1 20 2 2 50
"392" 1 5 9 1 37
"393" 2 12 16 2 64
"394" 2 17 10 2 32
"395" 1 18 12 1 16
"396" 1 20 13 2 58
"397" 1 7 16 1 59
"398" 1 8 11 1 15
"399" 2 16 18 2 35
"400" 2 9 7 2 28
"401" 2 22 8 2 57
"402" 1 9 4 2 6
"403" 2 3 3 1 59
"404" 2 10 9 2 31
"405" 2 3 16 2 41
"406" 2 7 1 2 10
"407" 1 7 16 1 42
"408" 2 3 14 2 60
"409" 1 6 6 2 7
"410" 2 15 17 2 58
"411" 1 11 2 2 32
"412" 2 14 11 2 23
"413" 2 10 5 1 22
"414" 2 21 18 1 16
"415" 2 4 16 1 16
"416" 2 6 4 1 27
"417" 1 14 17 2 37
"418" 2 19 10 2 10
"419" 2 12 5 2 15
"420" 2 4 14 1 8
"421" 2 17 19 2 9
"422" 2 8 6 2 37
"423" 2 15 1 1 38
"424" 1 9 11 1 22
"425" 1 4 18 2 6
"426" 1 10 6 1 52
"427" 2 5 14 1 39
"428" 2 6 16 2 50
"429" 2 18 14 2 42
"430" 1 8 3 2 25
"431" 2 22 3 2 17
"432" 1 18 16 2 21
"433" 2 3 2 1 22
"434" 2 20 13 2 47
"435" 2 14 17 1 12
"436" 1 3 4 1 61
"437" 1 2 11 2 48
"438" 1 14 4 2 26
"439" 1 7 12 1 64
"440" 2 16 13 1 58
"441" 2 6 10 2 29
"442" 1 13 17 2 13
"443" 2 13 7 1 45
"444" 2 6 18 2 62
"445" 2 7 15 2 46
"446" 2 15 14 2 6
"447" 1 10 12 2 12
"448" 1 8 12 2 62
"449" 2 6 6 2 43
"450" 1 5 13 2 4
"451" 2 7 16 1 13
"452" 2 11 16 2 56
"453" 1 16 12 2 53
"454" 2 10 17 1 8
"455" 2 17 7 2 6
"456" 1 17 13 2 17
"457" 2 10 5 1 66
"458" 2 16 3 2 49
"459" 1 22 3 1 35
"460" 2 7 10 2 26
"461" 1 21 2 1 62
"462" 2 14 9 2 64
"463" 2 12 3 2 52
"464" 2 3 5 1 60
"465" 1 8 10 1 4
"466" 1 9 14 1 49
"467" 1 17 13 1 63
"468" 1 5 18 1 44
"469" 1 18 4 1 6
"470" 1 9 6 2 64
"471" 1 23 13 1 22
"472" 2 20 18 2 31
"473" 1 20 12 2 14
"474" 1 16 1 2 60
"475" 1 19 13 2 21
"476" 2 16 2 2 4
"477" 1 15 11 1 20
"478" 2 6 11 2 33
"479" 2 14 3 1 56
"480" 2 11 19 1 32
"481" 1 11 12 2 33
"482" 1 6 5 2 11
"483" 1 20 11 1 42
"484" 1 14 7 1 9
"485" 1 2 7 2 58
"486" 1 23 8 1 55
"487" 1 15 11 1 51
"488" 1 14 9 2 30
"489" 2 19 10 2 32
"490" 1 16 4 1 24
"491" 2 3 16 1 22
"492" 2 17 20 1 29
"493" 1 22 17 1 39
"494" 2 8 14 1 28
"495" 2 9 9 1 5
"496" 1 7 15 1 51
"497" 2 19 12 2 55
"498" 2 11 13 1 12
"499" 2 19 14 1 51
"500" 2 3 17 2 37
"501" 2 8 14 2 46
"502" 1 22 14 1 64
"503" 1 17 7 2 47
"504" 2 5 10 1 62
"505" 1 8 14 2 60
"506" 2 22 12 2 23
"507" 1 9 5 1 12
"508" 2 3 16 1 61
"509" 1 14 6 2 44
"510" 1 4 4 2 19
"511" 1 17 11 1 23
"512" 1 22 18 2 28
"513" 2 6 1 2 8
"514" 1 12 8 2 25
"515" 1 11 1 1 35
"516" 2 6 3 2 54
"517" 1 19 5 2 47
"518" 1 15 16 1 54
"519" 2 4 3 2 61
"520" 2 10 6 1 41
"521" 2 8 19 1 4
"522" 1 7 11 1 9
"523" 2 13 20 1 42
"524" 2 4 9 2 54
"525" 1 14 19 2 40
"526" 2 13 4 2 58
"527" 1 5 4 1 49
"528" 1 18 12 1 34
"529" 2 11 19 2 9
"530" 1 20 15 1 28
"531" 2 19 12 1 19
"532" 2 11 20 2 22
"533" 1 8 2 2 50
"534" 1 21 2 1 34
"535" 1 12 8 2 56
"536" 2 11 5 2 43
"537" 1 22 12 1 64
"538" 2 21 12 2 10
"539" 1 19 7 1 9
"540" 2 22 8 2 42
"541" 1 16 9 2 9
"542" 2 11 2 2 8
"543" 2 12 9 1 31
"544" 2 16 13 1 42
"545" 2 14 17 2 47
"546" 1 6 9 1 41
"547" 2 18 10 1 60
"548" 1 5 8 1 5
"549" 1 13 10 1 50
"550" 2 5 9 1 28
"551" 1 5 16 1 33
"552" 1 7 17 1 4
"553" 2 6 5 2 24
"554" 1 8 5 1 22
"555" 1 17 2 1 25
"556" 1 4 17 1 31
"557" 2 13 17 2 56
"558" 2 12 20 2 65
"559" 2 3 3 2 32
"560" 2 17 8 2 14
"561" 1 22 4 2 40
"562" 2 5 18 2 41
"563" 2 22 11 1 9
"564" 2 20 8 1 57
"565" 1 12 2 1 29
"566" 2 6 4 1 6
"567" 1 12 14 1 24
"568" 2 23 18 2 11
"569" 1 11 19 2 40
"570" 2 19 3 1 16
"571" 1 6 14 2 19
"572" 1 18 11 2 59
"573" 1 6 9 2 66
"574" 1 18 8 2 33
"575" 2 8 8 2 65
"576" 2 11 6 1 14
"577" 2 12 3 2 12
"578" 1 9 13 1 62
"579" 2 11 12 2 63
"580" 2 10 7 1 59
"581" 2 17 3 2 37
"582" 2 17 1 1 8
"583" 1 11 9 1 6
"584" 1 10 9 2 40
"585" 2 18 6 1 12
"586" 2 11 5 1 47
"587" 2 13 14 1 24
"588" 2 20 20 2 24
"589" 1 23 6 2 47
"590" 2 12 7 2 54
"591" 2 8 6 2 41
"592" 2 7 3 1 50
"593" 2 8 5 2 20
"594" 2 6 12 1 39
"595" 1 16 1 1 37
"596" 1 22 16 1 62
"597" 1 16 20 1 45
"598" 2 9 3 2 62
"599" 1 13 6 2 6
"600" 1 15 4 1 39
"601" 1 16 13 1 53
"602" 1 16 7 1 30
"603" 1 16 13 2 27
"604" 1 13 4 2 3
"605" 2 6 3 1 62
"606" 1 15 15 1 16
"607" 1 10 19 1 9
"608" 1 17 9 2 44
"609" 2 21 10 1 49
"610" 2 9 7 2 51
"611" 2 3 6 2 44
"612" 1 11 17 2 5
"613" 2 15 17 2 44
"614" 2 23 13 2 30
"615" 2 16 13 2 13
"616" 2 23 19 1 15
"617" 1 18 8 2 28
"618" 1 6 7 1 13
"619" 2 16 8 1 15
"620" 2 22 9 2 27
"621" 2 16 12 2 7
"622" 1 22 19 1 60
"623" 2 13 10 2 62
"624" 2 17 14 1 66
"625" 1 6 2 2 30
"626" 1 17 12 1 25
"627" 2 4 4 1 14
"628" 2 9 17 1 61
"629" 2 19 7 2 11
"630" 1 5 15 2 44
"631" 1 12 4 1 60
"632" 1 13 19 1 6
"633" 2 7 19 2 42
"634" 1 5 20 1 38
"635" 2 4 13 2 30
"636" 2 14 15 1 65
"637" 1 5 6 1 31
"638" 1 17 18 1 15
"639" 2 4 5 2 49
"640" 1 10 8 2 8
"641" 1 9 16 2 13
"642" 1 18 2 2 49
"643" 2 8 9 1 62
"644" 2 13 15 1 61
"645" 1 8 8 2 46
"646" 1 18 4 2 48
"647" 2 4 8 2 11
"648" 2 8 16 2 18
"649" 1 13 17 1 9
"650" 1 9 19 1 45
"651" 1 9 7 2 49
"652" 2 21 19 2 66
"653" 2 21 13 1 54
"654" 1 5 15 1 29
"655" 2 18 18 2 33
"656" 2 15 8 1 19
"657" 2 6 4 1 46
"658" 1 18 2 2 8
"659" 1 14 7 2 24
"660" 1 12 15 1 40
"661" 2 12 14 2 39
"662" 2 12 6 2 19
"663" 1 3 8 1 45
"664" 2 17 17 1 5
"665" 1 15 8 2 31
"666" 1 5 16 1 4
"667" 1 5 5 1 64
"668" 2 16 7 1 3
"669" 2 5 1 2 7
"670" 1 7 6 1 45
"671" 1 14 1 1 13
"672" 2 3 15 1 29
"673" 1 22 3 1 53
"674" 2 17 20 1 40
"675" 2 4 3 2 40
"676" 1 3 15 2 49
"677" 1 10 19 1 53
"678" 1 16 9 1 24
"679" 2 10 12 1 26
"680" 2 18 14 1 58
"681" 1 4 17 2 7
"682" 2 9 12 2 45
"683" 2 17 10 1 20
"684" 1 15 2 1 24
"685" 2 23 9 1 17
"686" 2 4 19 2 58
"687" 1 11 5 2 65
"688" 1 3 16 1 4
"689" 1 19 12 1 50
"690" 2 19 8 1 49
"691" 1 4 20 1 21
"692" 2 20 5 1 15
"693" 1 16 13 1 46
"694" 2 5 17 2 33
"695" 2 4 16 2 22
"696" 1 6 11 2 55
"697" 2 23 16 1 48
"698" 1 23 13 1 29
"699" 2 9 13 1 22
"700" 2 6 6 2 44
"701" 2 15 8 2 7
"702" 2 13 19 1 36
"703" 1 13 15 2 16
"704" 1 4 7 1 18
"705" 1 5 2 2 42
"706" 2 8 15 2 19
"707" 1 15 20 1 5
"708" 1 4 5 1 61
"709" 2 4 17 1 46
"710" 1 7 2 1 34
"711" 2 14 18 1 37
"712" 2 4 13 1 58
"713" 1 3 9 1 28
"714" 1 18 11 1 21
"715" 1 18 18 2 47
"716" 1 2 11 1 28
"717" 2 8 9 2 17
"718" 1 12 10 1 43
"719" 2 15 6 2 37
"720" 2 13 6 2 66
"721" 1 18 2 1 39
"722" 1 4 10 1 8
"723" 2 11 6 1 26
"724" 1 15 3 2 46
"725" 2 15 3 1 46
"726" 1 3 16 1 5
"727" 2 11 16 1 12
"728" 2 15 19 1 23
"729" 1 7 13 1 48
"730" 1 5 13 1 64
"731" 1 20 11 2 65
"732" 2 19 4 2 6
"733" 2 5 18 1 10
"734" 1 7 18 2 24
"735" 1 22 3 2 43
"736" 2 4 5 2 53
"737" 1 16 19 2 9
"738" 1 10 5 1 62
"739" 2 23 13 1 66
"740" 2 20 8 1 60
"741" 1 14 3 1 23
"742" 1 10 11 1 39
"743" 1 8 7 2 44
"744" 2 3 10 2 28
"745" 1 16 13 1 34
"746" 2 6 8 2 39
"747" 1 7 8 1 60
"748" 2 17 9 2 56
"749" 1 17 14 2 63
"750" 2 21 12 2 63
"751" 2 13 11 1 7
"752" 2 12 19 1 43
"753" 1 8 3 2 27
"754" 1 15 2 2 49
"755" 2 4 13 1 62
"756" 2 6 16 1 22
"757" 1 6 19 1 66
"758" 2 2 3 1 37
"759" 1 19 19 2 32
"760" 1 20 9 2 62
"761" 2 22 15 1 47
"762" 2 6 17 1 17
"763" 1 11 14 2 49
"764" 1 5 10 2 29
"765" 2 5 16 2 63
"766" 1 8 5 1 66
"767" 2 6 16 1 7
"768" 1 9 17 1 16
"769" 2 18 10 1 51
"770" 2 8 5 1 23
"771" 2 3 16 1 66
"772" 1 6 4 1 22
"773" 1 12 17 2 18
"774" 1 12 7 2 30
"775" 1 15 8 2 44
"776" 2 14 12 2 58
"777" 2 7 8 2 14
"778" 2 21 6 2 51
"779" 2 20 13 2 40
"780" 1 8 1 2 29
"781" 2 22 5 2 52
"782" 1 13 6 1 62
"783" 1 20 10 1 64
"784" 2 5 10 1 38
"785" 1 20 20 2 55
"786" 1 16 11 1 20
"787" 2 10 4 1 43
"788" 1 12 12 2 6
"789" 2 7 2 1 60
"790" 1 4 10 1 11
"791" 1 12 4 2 52
"792" 2 8 16 1 62
"793" 2 13 15 1 17
"794" 1 16 9 2 52
"795" 2 3 6 2 11
"796" 2 17 6 1 17
"797" 2 6 6 2 10
"798" 1 12 13 1 49
"799" 1 17 2 1 57
"800" 2 14 17 1 44
"801" 1 10 3 2 52
"802" 2 10 3 1 12
"803" 2 7 16 2 17
"804" 2 15 19 1 63
"805" 1 7 19 2 63
"806" 1 23 16 1 39
"807" 2 19 11 2 65
"808" 1 16 15 1 29
"809" 1 17 8 1 39
"810" 1 13 4 2 51
"811" 2 9 2 1 11
"812" 2 4 19 1 63
"813" 1 16 14 1 16
"814" 2 10 16 2 22
"815" 2 12 9 1 42
"816" 1 14 1 2 51
"817" 2 13 14 2 46
"818" 1 3 5 1 27
"819" 1 10 1 1 14
"820" 2 13 19 2 26
"821" 1 21 12 2 28
"822" 2 23 12 1 7
"823" 2 9 11 1 58
"824" 2 12 14 2 40
"825" 2 18 18 1 15
"826" 2 18 18 1 64
"827" 2 13 19 2 50
"828" 1 9 2 2 29
"829" 1 16 7 1 14
"830" 2 8 12 2 54
"831" 1 6 17 2 55
"832" 2 17 18 1 41
"833" 2 15 7 1 31
"834" 1 10 1 2 37
"835" 1 12 9 2 28
"836" 2 21 13 2 35
"837" 1 4 2 2 28
"838" 1 7 12 1 6
"839" 1 15 7 2 49
"840" 2 5 4 2 33
"841" 1 6 19 2 31
"842" 2 7 18 1 15
"843" 2 17 12 1 11
"844" 1 19 14 2 64
"845" 1 6 4 2 18
"846" 2 9 7 1 59
"847" 2 8 5 2 45
"848" 2 9 5 2 10
"849" 1 16 2 2 65
"850" 1 3 13 1 60
"851" 2 4 19 1 63
"852" 1 18 17 2 55
"853" 2 6 15 2 55
"854" 2 8 8 1 50
"855" 2 10 20 2 57
"856" 2 7 12 1 13
"857" 1 22 3 2 53
"858" 1 14 3 2 58
"859" 2 12 3 1 30
"860" 2 16 8 1 44
"861" 2 4 16 2 52
"862" 2 18 14 1 10
"863" 2 10 15 1 39
"864" 1 5 12 1 18
"865" 1 3 19 2 11
"866" 1 19 7 2 14
"867" 2 21 4 1 38
"868" 2 15 4 2 21
"869" 1 19 18 2 40
"870" 1 20 10 2 60
"871" 2 11 3 2 24
"872" 2 15 5 2 43
"873" 1 3 16 2 63
"874" 2 13 15 1 63
"875" 2 10 13 2 6
"876" 1 12 4 2 16
"877" 1 9 12 1 36
"878" 2 2 12 1 5
"879" 1 21 5 2 6
"880" 1 3 16 2 16
"881" 2 18 12 1 64
"882" 2 22 8 2 50
"883" 1 2 2 2 52
"884" 1 10 6 1 22
"885" 1 13 9 2 31
"886" 2 20 15 2 4
"887" 2 18 12 2 6
"888" 1 12 11 2 23
"889" 1 18 4 2 33
"890" 1 7 17 1 61
"891" 1 2 8 2 42
"892" 2 7 10 2 12
"893" 2 5 19 2 22
"894" 2 12 11 1 59
"895" 2 13 4 2 38
"896" 1 10 10 2 21
"897" 2 13 2 1 10
"898" 1 14 13 2 60
"899" 2 17 13 1 11
"900" 1 23 8 1 45
"901" 2 13 16 1 65
"902" 2 5 19 1 15
"903" 2 13 17 1 18
"904" 2 6 6 2 6
"905" 1 14 10 1 66
"906" 2 8 16 2 38
"907" 1 8 5 1 27
"908" 1 13 18 2 53
"909" 1 7 12 1 34
"910" 2 3 17 1 54
"911" 1 6 14 1 58
"912" 2 18 15 2 22
"913" 2 9 18 1 6
"914" 2 12 18 1 9
"915" 2 9 11 2 9
"916" 1 5 14 2 27
"917" 2 17 12 1 45
"918" 1 5 7 2 16
"919" 2 8 13 1 6
"920" 1 21 8 2 53
"921" 1 9 13 1 4
"922" 1 17 13 2 59
"923" 1 7 6 1 13
"924" 2 22 12 2 54
"925" 1 13 10 1 42
"926" 1 12 6 2 47
"927" 2 15 5 1 55
"928" 1 13 7 2 61
"929" 2 14 8 2 48
"930" 2 3 17 2 30
"931" 1 14 10 2 56
"932" 2 19 16 1 53
"933" 1 17 19 1 54
"934" 2 18 8 1 61
"935" 1 12 8 1 38
"936" 2 16 6 1 7
"937" 2 9 13 1 5
"938" 1 22 20 2 56
"939" 2 18 5 1 20
"940" 2 5 18 2 46
"941" 2 13 11 1 42
"942" 2 20 18 2 63
"943" 2 20 3 1 28
"944" 2 16 18 1 3
"945" 2 2 11 1 39
"946" 1 15 4 2 15
"947" 1 19 18 2 38
"948" 2 3 7 1 63
"949" 1 5 8 1 29
"950" 1 15 10 2 33
"951" 2 13 19 1 60
"952" 2 15 3 2 44
"953" 2 12 12 2 27
"954" 1 21 3 1 28
"955" 1 22 18 2 51
"956" 1 2 4 1 9
"957" 2 12 8 1 53
"958" 1 17 3 1 43
"959" 1 7 20 2 30
"960" 2 7 20 2 53
"961" 2 8 5 1 39
"962" 1 3 11 1 24
"963" 2 2 16 2 5
"964" 1 19 2 2 9
"965" 1 3 2 2 38
"966" 2 5 18 2 32
"967" 2 18 16 2 31
"968" 2 22 10 1 57
"969" 2 14 8 2 56
"970" 1 6 9 2 58
"971" 1 15 16 2 61
"972" 1 22 15 1 63
"973" 2 16 13 1 39
"974" 1 6 19 1 15
"975" 1 12 10 1 17
"976" 1 2 8 2 44
"977" 2 17 4 2 51
"978" 2 9 6 2 26
"979" 1 19 4 1 19
"980" 1 5 12 1 25
"981" 1 16 14 2 60
"982" 1 20 8 1 11
"983" 1 7 20 1 35
"984" 2 13 11 1 9
"985" 1 17 5 2 39
"986" 2 21 10 1 18
"987" 1 22 15 1 34
"988" 2 10 1 1 61
"989" 1 22 13 2 41
"990" 2 13 2 1 47
"991" 2 17 7 1 10
"992" 2 20 16 1 17
"993" 2 6 18 2 12
"994" 2 12 1 1 11
"995" 1 9 10 1 38
"996" 1 21 17 1 14
"997" 1 6 12 2 17
