"V1" "V2" "V3" "V4" "V5"
"162" 2 15 3 1 6
"163" 1 24 12 1 6
"164" 1 7 12 2 44
"165" 1 3 5 2 45
"166" 1 19 4 2 42
"167" 1 7 16 1 21
"168" 1 22 20 2 30
"169" 2 13 7 1 25
"170" 2 21 19 1 38
"171" 1 4 26 1 22
"172" 2 12 7 2 25
"173" 2 9 25 1 31
"174" 1 15 25 1 45
"175" 1 5 11 2 7
"176" 2 18 2 1 35
"177" 1 4 24 2 36
"178" 2 3 10 2 39
"179" 1 15 11 2 23
"180" 2 4 13 1 26
"181" 1 21 15 1 37
"182" 2 17 17 2 28
"183" 2 20 10 2 27
"184" 1 12 19 2 8
"185" 2 18 17 2 18
"186" 2 12 25 1 12
"187" 2 12 21 1 43
"188" 2 22 16 1 27
"189" 2 14 10 1 14
"190" 1 22 18 1 27
"191" 2 23 23 2 32
"192" 1 15 18 2 11
"193" 1 22 2 2 42
"194" 1 9 4 1 24
"195" 1 22 12 2 25
"196" 1 4 6 2 17
"197" 2 20 9 1 43
"198" 1 18 23 1 25
"199" 1 7 22 1 41
"200" 1 16 6 1 45
"201" 2 8 6 2 30
"202" 2 19 16 1 42
"203" 1 16 5 2 25
"204" 2 21 12 2 27
"205" 1 15 10 2 39
"206" 2 23 15 2 8
"207" 1 6 14 1 30
"208" 2 6 19 1 38
"209" 2 16 11 1 8
"210" 1 21 4 1 39
"211" 1 20 9 2 31
"212" 1 20 22 1 40
"213" 2 4 11 2 29
"214" 1 2 19 1 45
"215" 2 19 4 2 18
"216" 2 2 15 1 26
"217" 1 9 3 2 45
"218" 1 4 16 2 6
"219" 2 17 10 1 27
"220" 1 13 6 1 17
"221" 2 17 24 2 44
"222" 2 6 10 1 43
"223" 1 20 5 1 13
"224" 2 12 9 2 37
"225" 1 10 21 1 39
"226" 2 5 19 2 34
"227" 2 8 22 1 12
"228" 1 10 18 2 33
"229" 1 16 22 2 18
"230" 1 19 9 2 26
"231" 2 2 10 2 20
"232" 2 18 8 2 33
"233" 2 22 12 2 14
"234" 1 2 2 1 27
"235" 1 12 6 2 45
"236" 1 3 18 1 20
"237" 1 12 10 2 29
"238" 1 20 23 2 14
"239" 1 24 20 2 26
"240" 1 5 8 2 26
"241" 2 16 13 2 37
"242" 1 24 8 2 7
"243" 1 17 13 2 43
"244" 1 6 13 1 45
"245" 1 5 3 1 6
"246" 2 5 22 1 22
"247" 1 4 1 1 34
"248" 1 25 4 2 36
"249" 2 11 24 1 22
"250" 1 20 19 1 21
"251" 1 10 9 2 21
"252" 2 23 11 1 41
"253" 2 18 20 2 12
"254" 1 3 18 2 18
"255" 1 17 11 2 15
"256" 1 16 7 1 27
"257" 1 10 16 1 41
"258" 2 21 22 1 29
"259" 1 24 5 2 11
"260" 1 10 22 2 23
"261" 2 2 19 2 42
"262" 1 9 13 1 33
"263" 1 19 18 2 28
"264" 2 7 25 2 41
"265" 1 17 9 2 22
"266" 1 1 1 1 33
"267" 2 9 11 1 36
"268" 2 6 19 2 12
"269" 1 11 14 2 22
"270" 1 16 16 2 7
"271" 2 6 19 1 31
"272" 2 9 12 2 35
"273" 1 13 15 1 44
"274" 1 14 9 1 21
"275" 2 21 12 1 39
"276" 2 9 9 1 33
"277" 1 7 20 1 13
"278" 1 17 21 1 5
"279" 1 23 4 2 10
"280" 1 13 7 2 23
"281" 1 18 18 2 25
"282" 1 20 9 1 41
"283" 1 10 19 2 19
"284" 1 12 21 1 33
"285" 1 4 10 1 42
"286" 1 24 7 2 8
"287" 1 12 9 2 10
"288" 2 19 18 2 35
"289" 2 4 23 1 15
"290" 1 12 24 2 16
"291" 2 23 14 2 26
"292" 1 6 20 2 15
"293" 2 7 5 1 6
"294" 1 24 8 1 29
"295" 2 1 10 2 20
"296" 1 3 10 1 24
"297" 2 22 22 2 39
"298" 2 4 15 2 44
"299" 1 20 18 2 34
"300" 2 23 20 1 28
"301" 2 8 18 2 42
"302" 2 8 15 1 7
"303" 2 10 16 1 40
"304" 1 5 2 1 39
"305" 1 19 26 2 22
"306" 2 4 10 2 32
"307" 1 21 8 1 12
"308" 1 13 11 2 18
"309" 2 21 26 1 38
"310" 1 20 12 1 39
"311" 2 10 9 1 7
"312" 1 11 4 1 22
"313" 1 15 12 2 46
"314" 2 20 22 1 22
"315" 1 2 13 2 25
"316" 2 21 8 2 44
"317" 1 15 10 2 24
"318" 2 16 7 2 34
"319" 1 18 5 1 8
"320" 2 12 25 1 22
"321" 1 13 22 1 37
"322" 2 19 2 1 40
"323" 2 1 11 1 19
"324" 2 11 7 2 13
"325" 1 3 6 2 39
"326" 1 7 3 2 6
"327" 1 7 20 2 37
"328" 2 20 12 2 40
"329" 2 22 21 1 34
"330" 1 1 9 1 28
"331" 1 18 9 2 7
"332" 1 6 24 2 14
"333" 1 2 7 2 27
"334" 2 2 11 1 14
"335" 1 13 6 1 43
"336" 2 1 22 1 38
"337" 2 6 1 2 21
"338" 2 25 12 2 37
"339" 2 10 9 1 39
"340" 2 21 6 2 5
"341" 1 10 11 1 45
"342" 1 15 3 1 19
"343" 2 24 11 1 33
"344" 1 8 2 1 23
"345" 1 22 7 1 17
"346" 1 4 25 1 20
"347" 1 8 15 2 34
"348" 2 22 14 1 31
"349" 2 7 12 2 6
"350" 1 18 23 1 36
"351" 2 9 26 1 39
"352" 2 4 10 1 12
"353" 2 18 16 2 22
"354" 1 14 4 2 13
"355" 1 12 13 2 43
"356" 2 17 3 2 30
"357" 1 15 12 2 34
"358" 2 9 21 1 25
"359" 2 8 12 2 32
"360" 2 19 4 1 10
"361" 2 24 24 2 28
"362" 1 13 20 1 24
"363" 1 5 9 2 46
"364" 1 23 18 1 23
"365" 1 7 11 1 6
"366" 2 15 3 2 13
"367" 2 4 11 2 21
"368" 1 12 21 1 21
"369" 2 11 10 1 20
"370" 1 2 25 1 11
"371" 2 16 15 2 6
"372" 1 8 12 1 42
"373" 2 7 26 1 14
"374" 2 16 25 1 24
"375" 2 2 6 1 28
"376" 2 1 11 2 33
"377" 2 20 2 1 7
"378" 2 14 17 1 22
"379" 1 20 23 1 25
"380" 1 11 20 1 21
"381" 1 22 14 2 12
"382" 2 1 16 2 11
"383" 2 7 6 1 12
"384" 2 22 19 2 9
"385" 2 24 1 2 43
"386" 1 6 3 2 20
"387" 2 23 2 1 34
"388" 1 25 22 1 28
"389" 1 11 5 1 40
"390" 1 12 14 2 20
"391" 2 17 26 1 7
"392" 2 11 13 1 40
"393" 2 19 5 1 38
"394" 1 13 4 1 19
"395" 1 6 4 1 7
"396" 2 19 21 2 45
"397" 2 20 11 2 23
"398" 2 16 11 2 14
"399" 2 14 2 2 14
"400" 1 16 5 1 22
"401" 1 5 17 2 9
"402" 1 16 6 1 22
"403" 1 22 24 2 12
"404" 2 19 3 2 28
"405" 2 15 18 2 31
"406" 2 5 6 1 45
"407" 2 17 17 2 26
"408" 1 18 26 2 7
"409" 1 24 16 1 11
"410" 2 21 18 2 35
"411" 1 16 16 1 35
"412" 2 18 15 2 34
"413" 2 12 8 2 30
"414" 2 1 17 1 7
"415" 1 14 5 1 10
"416" 1 2 3 1 41
"417" 2 16 16 1 29
"418" 2 6 13 1 20
"419" 2 22 25 2 41
"420" 1 1 20 2 31
"421" 1 24 7 1 12
"422" 1 2 7 1 28
"423" 2 16 17 1 24
"424" 2 8 25 2 5
"425" 2 18 23 1 23
"426" 2 24 23 1 28
"427" 1 15 22 1 26
"428" 1 2 4 1 42
"429" 2 18 8 1 34
"430" 2 17 24 1 45
"431" 2 10 15 2 43
"432" 1 25 15 2 24
"433" 2 24 16 1 33
"434" 1 15 15 1 37
"435" 2 11 19 2 18
"436" 2 3 10 1 33
"437" 2 2 4 2 29
"438" 2 22 4 1 19
"439" 1 16 11 1 7
"440" 1 3 8 2 8
"441" 1 15 21 2 41
"442" 2 20 3 1 6
"443" 2 14 22 2 26
"444" 1 7 12 2 17
"445" 2 1 22 1 25
"446" 1 4 1 1 14
"447" 1 20 26 2 29
"448" 2 24 9 1 32
"449" 1 16 26 1 17
"450" 1 23 15 2 42
"451" 2 25 21 1 44
"452" 1 10 6 2 42
"453" 1 11 18 2 32
"454" 2 22 21 1 19
"455" 1 9 24 2 26
"456" 2 23 18 2 13
"457" 1 24 25 1 28
"458" 2 15 5 2 15
"459" 1 23 16 2 21
"460" 2 23 24 2 27
"461" 1 7 22 1 27
"462" 1 17 4 1 30
"463" 1 7 9 1 33
"464" 2 16 21 1 9
"465" 2 25 16 1 42
"466" 2 7 3 2 41
"467" 2 23 19 1 24
"468" 2 25 11 1 42
"469" 1 4 6 1 28
"470" 2 18 23 2 35
"471" 1 17 20 1 45
"472" 2 10 15 2 41
"473" 1 18 20 1 25
"474" 1 3 6 1 6
"475" 1 9 22 1 25
"476" 2 22 24 2 43
"477" 1 16 19 2 34
"478" 2 22 20 2 25
"479" 2 14 2 2 12
"480" 1 25 22 1 9
"481" 2 15 26 1 31
"482" 1 20 15 2 43
"483" 2 22 13 2 27
"484" 2 8 2 1 30
"485" 2 23 21 2 11
"486" 1 6 11 2 35
"487" 1 20 23 1 40
"488" 2 2 1 2 41
"489" 1 6 6 1 32
"490" 1 4 26 1 43
"491" 1 6 23 2 26
"492" 1 25 17 2 43
"493" 2 12 17 1 32
"494" 1 18 14 2 26
"495" 2 23 18 2 30
"496" 1 3 7 1 43
"497" 1 17 26 2 15
"498" 1 23 26 2 39
"499" 1 14 6 2 35
"500" 2 6 9 1 46
"501" 1 13 5 1 25
"502" 1 17 23 1 19
"503" 1 1 10 1 20
"504" 1 1 16 2 25
"505" 1 3 10 1 11
"506" 2 9 18 2 18
"507" 1 11 6 1 37
"508" 1 5 2 2 14
"509" 2 17 17 2 36
"510" 2 23 2 1 25
"511" 1 8 5 1 18
"512" 2 15 10 1 40
"513" 1 14 14 1 14
"514" 2 10 21 1 33
"515" 1 25 23 2 19
"516" 1 5 15 1 43
"517" 1 22 3 2 21
"518" 1 25 17 1 12
"519" 1 5 14 2 33
"520" 1 21 1 1 20
"521" 1 22 22 1 11
"522" 1 21 17 1 15
"523" 1 13 18 1 37
"524" 1 16 18 2 12
"525" 1 7 12 2 40
"526" 1 17 6 1 24
"527" 2 12 16 1 41
"528" 1 15 16 1 33
"529" 2 4 5 2 32
"530" 2 6 11 1 16
"531" 1 10 15 2 32
"532" 2 6 13 2 37
"533" 1 7 25 1 10
"534" 1 13 6 2 43
"535" 2 22 23 2 32
"536" 1 7 20 1 35
"537" 1 9 21 1 26
"538" 1 12 15 1 11
"539" 1 17 10 1 11
"540" 1 10 17 1 13
"541" 2 12 21 2 21
"542" 1 25 10 2 32
"543" 2 5 16 2 30
"544" 2 23 21 1 35
"545" 1 10 17 1 16
"546" 2 2 24 1 29
"547" 1 22 23 1 38
"548" 2 18 6 1 20
"549" 2 16 15 1 13
"550" 1 10 14 2 45
"551" 2 11 8 2 9
"552" 1 11 26 1 12
"553" 1 14 19 2 7
"554" 2 23 15 1 14
"555" 2 13 23 2 32
"556" 1 6 22 1 8
"557" 1 6 26 2 10
"558" 2 12 21 2 36
"559" 1 20 5 1 11
"560" 1 14 4 1 16
"561" 2 13 23 2 30
"562" 1 10 3 1 39
"563" 2 17 11 2 13
"564" 2 7 9 1 18
"565" 1 13 15 1 10
"566" 1 24 11 2 5
"567" 1 16 4 1 39
"568" 2 21 12 1 40
"569" 2 7 2 1 38
"570" 1 2 8 2 38
"571" 1 21 9 1 44
"572" 2 24 11 1 34
"573" 2 14 20 2 28
"574" 1 19 15 2 32
"575" 2 7 21 1 30
"576" 2 1 18 2 41
"577" 1 3 3 1 31
"578" 2 10 20 2 39
"579" 1 9 21 2 13
"580" 2 14 8 1 40
"581" 2 24 14 1 41
"582" 1 6 21 1 18
"583" 2 22 22 1 21
"584" 2 1 17 1 17
"585" 2 4 9 1 28
"586" 1 17 14 2 38
"587" 2 15 2 1 36
"588" 1 13 19 1 21
"589" 2 17 23 1 38
"590" 2 16 12 2 14
"591" 1 24 23 1 6
"592" 2 3 20 2 20
"593" 2 13 11 2 25
"594" 2 25 15 1 15
"595" 1 18 5 2 17
"596" 1 20 3 2 7
"597" 1 25 9 1 33
"598" 2 6 21 1 41
"599" 1 11 3 2 19
"600" 2 16 13 1 18
"601" 2 21 10 1 42
"602" 1 5 10 2 9
"603" 2 3 3 1 8
"604" 2 21 20 2 11
"605" 1 22 10 2 44
"606" 1 19 9 2 12
"607" 1 22 5 2 9
"608" 2 18 7 1 45
"609" 1 24 23 1 24
"610" 2 10 21 2 41
"611" 2 9 7 2 29
"612" 1 4 16 1 37
"613" 2 6 20 1 26
"614" 2 21 3 2 24
"615" 1 15 19 1 7
"616" 1 12 8 1 20
"617" 2 25 9 2 37
"618" 1 23 5 1 23
"619" 1 21 12 2 28
"620" 2 3 12 1 27
"621" 2 17 13 2 9
"622" 2 15 18 1 6
"623" 1 17 9 2 9
"624" 2 15 6 1 26
"625" 2 15 24 2 21
"626" 1 5 21 1 20
"627" 1 20 9 2 40
"628" 1 3 21 2 31
"629" 1 11 23 1 18
"630" 1 5 10 1 29
"631" 1 5 2 1 33
"632" 1 22 18 2 38
"633" 2 3 17 2 37
"634" 2 5 2 1 44
"635" 1 13 25 1 33
"636" 1 18 2 2 31
"637" 1 21 13 1 28
"638" 2 2 6 1 38
"639" 2 14 22 1 13
"640" 1 19 12 2 36
"641" 2 15 7 1 41
"642" 1 5 12 2 31
"643" 2 2 6 2 10
"644" 1 20 21 1 26
"645" 2 7 14 1 17
"646" 1 20 11 1 19
"647" 1 22 10 2 34
"648" 2 23 26 1 16
"649" 2 5 17 2 17
"650" 2 11 25 2 21
"651" 2 2 15 1 14
"652" 1 4 14 2 7
"653" 2 2 6 1 11
"654" 1 13 20 1 18
"655" 1 2 17 1 7
"656" 2 17 24 2 22
"657" 1 12 5 1 36
"658" 1 17 11 2 9
"659" 1 9 1 1 38
"660" 2 19 25 2 30
"661" 2 5 22 2 29
"662" 2 17 14 1 12
"663" 2 13 14 1 17
"664" 2 7 14 1 19
"665" 1 16 20 2 31
"666" 2 19 26 1 37
"667" 2 17 21 2 39
"668" 1 13 24 1 46
"669" 2 10 8 1 26
"670" 2 13 21 1 37
"671" 2 17 25 2 45
"672" 1 12 20 2 29
"673" 1 19 17 2 35
"674" 2 7 11 1 44
"675" 1 4 20 1 37
"676" 1 10 26 2 17
"677" 1 2 8 1 45
"678" 2 3 26 1 33
"679" 1 7 16 2 42
"680" 2 19 2 1 19
"681" 1 3 8 1 27
"682" 2 14 7 2 39
"683" 1 17 15 1 27
"684" 2 5 23 1 32
"685" 1 16 9 2 42
"686" 2 4 24 1 19
"687" 2 2 22 2 40
"688" 2 10 15 2 28
"689" 1 18 14 1 15
"690" 2 19 17 2 32
"691" 2 4 8 1 13
"692" 2 23 24 1 14
"693" 2 13 19 1 14
"694" 2 16 10 2 25
"695" 2 21 13 2 32
"696" 1 18 2 1 36
"697" 2 8 23 1 10
"698" 2 15 3 2 28
"699" 1 6 26 2 14
"700" 2 5 18 1 45
"701" 2 12 15 2 17
"702" 1 21 13 2 28
"703" 1 18 6 2 35
"704" 1 10 21 1 26
"705" 2 17 19 1 16
"706" 2 23 13 2 37
"707" 1 17 20 1 39
"708" 2 23 1 1 6
"709" 2 12 19 2 42
"710" 1 18 9 2 30
"711" 2 6 12 2 21
"712" 1 6 22 2 36
"713" 1 3 18 1 17
"714" 1 24 8 1 12
"715" 2 4 11 1 44
"716" 1 24 17 1 12
"717" 2 4 4 1 26
"718" 1 12 26 2 7
"719" 1 3 11 2 27
"720" 2 16 16 2 20
"721" 2 17 5 1 31
"722" 2 7 16 1 34
"723" 1 11 6 1 41
"724" 1 3 25 2 40
"725" 1 6 12 1 23
"726" 2 7 18 1 5
"727" 1 5 21 2 23
"728" 1 22 22 1 42
"729" 2 12 10 1 9
"730" 2 22 18 1 26
"731" 2 9 7 1 8
"732" 2 4 5 2 8
"733" 1 18 4 1 39
"734" 1 24 24 2 11
"735" 2 17 17 2 42
"736" 1 11 20 2 34
"737" 2 15 2 2 38
"738" 2 8 21 1 25
"739" 2 15 8 1 32
"740" 1 13 16 2 19
"741" 1 22 15 2 8
"742" 2 1 20 1 16
"743" 1 14 2 1 42
"744" 2 23 13 2 18
"745" 2 11 20 1 35
"746" 1 18 11 1 34
"747" 1 17 12 2 32
"748" 2 4 6 2 12
"749" 2 24 9 1 30
"750" 1 8 17 2 33
"751" 1 9 16 2 42
"752" 2 9 7 2 35
"753" 2 1 24 2 29
"754" 1 16 21 2 9
"755" 2 6 9 2 23
"756" 1 21 19 2 28
"757" 2 6 3 2 23
"758" 2 5 19 1 17
"759" 2 14 25 1 18
"760" 2 4 13 2 33
"761" 2 9 16 2 26
"762" 1 22 18 2 9
"763" 1 14 21 2 7
"764" 1 14 2 2 26
"765" 2 10 17 1 15
"766" 2 4 19 2 7
"767" 2 12 9 1 41
"768" 1 19 4 1 19
"769" 1 4 9 2 18
"770" 2 7 24 1 5
"771" 1 13 15 2 46
"772" 2 17 16 2 27
"773" 2 11 10 1 11
"774" 2 3 19 1 28
"775" 2 14 17 2 24
"776" 1 19 3 1 19
"777" 1 11 6 1 43
"778" 1 5 10 1 19
"779" 1 10 2 1 36
"780" 2 7 16 2 9
"781" 1 2 5 1 17
"782" 1 22 19 1 21
"783" 1 19 6 1 19
"784" 2 2 17 2 8
"785" 2 1 5 2 15
"786" 1 20 19 2 13
"787" 2 2 14 1 28
"788" 1 4 26 1 31
"789" 1 15 16 1 33
"790" 2 2 13 2 25
"791" 2 4 8 2 20
"792" 1 16 8 2 28
"793" 2 13 5 2 14
"794" 2 3 18 2 41
"795" 2 24 7 1 37
"796" 1 24 24 1 26
"797" 2 12 11 1 11
"798" 2 7 12 1 24
"799" 1 20 15 2 35
"800" 2 19 13 2 21
"801" 1 4 7 2 34
"802" 2 8 10 1 20
"803" 1 2 14 1 33
"804" 1 22 22 1 36
"805" 1 24 26 2 19
"806" 1 4 13 1 28
"807" 1 16 5 1 26
"808" 1 2 7 1 20
"809" 1 10 18 1 35
"810" 2 6 10 1 27
"811" 1 19 3 1 19
"812" 1 12 19 1 43
"813" 1 10 23 2 14
"814" 1 10 14 1 36
"815" 1 2 6 2 16
"816" 1 11 10 2 14
"817" 1 2 11 1 11
"818" 2 14 21 2 39
"819" 1 13 11 2 9
"820" 1 23 11 1 36
"821" 1 2 2 2 7
"822" 1 12 20 1 12
"823" 2 24 3 1 38
"824" 2 7 5 1 45
"825" 2 7 15 1 23
"826" 1 3 12 2 26
"827" 2 21 3 2 19
"828" 2 9 2 2 21
"829" 2 17 9 1 30
"830" 2 17 15 2 17
"831" 2 22 8 1 28
"832" 2 17 20 2 41
"833" 2 12 22 2 14
"834" 2 9 25 1 44
"835" 2 18 23 1 31
"836" 1 13 18 1 23
"837" 2 20 19 1 40
"838" 1 12 2 2 26
"839" 1 7 6 2 20
"840" 1 4 1 1 28
"841" 2 4 18 2 41
"842" 2 19 23 1 21
"843" 2 8 23 1 31
"844" 1 10 18 2 26
"845" 1 19 24 1 21
"846" 2 24 2 2 40
"847" 2 15 4 2 41
"848" 2 10 17 1 43
"849" 1 21 23 2 24
"850" 2 7 11 1 39
"851" 1 25 7 1 27
"852" 2 10 1 1 13
"853" 1 19 14 1 40
"854" 1 19 14 2 27
"855" 2 9 2 2 18
"856" 2 11 8 2 13
"857" 2 19 23 1 22
"858" 1 2 12 2 30
"859" 1 2 19 2 27
"860" 1 12 18 1 36
"861" 1 16 2 1 15
"862" 1 25 6 2 8
"863" 2 24 22 2 20
"864" 2 7 16 1 42
"865" 1 18 16 1 17
"866" 2 3 18 1 25
"867" 1 24 22 1 10
"868" 2 22 6 1 25
"869" 2 21 25 1 22
"870" 2 21 21 2 16
"871" 1 2 15 1 22
"872" 2 7 19 1 9
"873" 2 1 10 2 33
"874" 2 8 19 1 16
"875" 1 21 25 1 36
"876" 1 16 5 2 29
"877" 2 5 13 1 40
"878" 1 10 7 1 28
"879" 1 11 2 2 15
"880" 2 23 25 1 21
"881" 1 24 10 2 26
"882" 1 24 12 1 10
"883" 1 19 14 1 6
"884" 2 17 5 1 8
"885" 1 15 15 1 6
"886" 2 11 14 2 27
"887" 1 17 13 1 13
"888" 2 2 3 2 7
"889" 1 17 8 2 39
"890" 1 19 8 1 20
"891" 1 8 21 2 37
"892" 2 11 20 2 26
"893" 2 17 14 1 19
"894" 1 18 19 1 40
"895" 1 14 20 2 45
"896" 2 21 9 1 35
"897" 1 22 15 2 38
"898" 2 22 19 2 33
"899" 1 4 7 2 42
"900" 2 2 23 1 6
"901" 1 24 20 2 10
"902" 2 12 21 2 40
"903" 1 20 7 2 14
"904" 1 23 22 2 8
"905" 2 13 24 1 37
"906" 2 23 21 1 21
"907" 2 20 22 1 35
"908" 2 1 25 1 41
"909" 2 15 25 1 39
"910" 2 20 16 1 27
"911" 1 21 15 2 27
"912" 2 2 24 1 28
"913" 2 20 26 1 16
"914" 2 1 3 2 17
"915" 2 2 4 1 34
"916" 1 13 15 2 36
"917" 1 15 15 2 45
"918" 1 23 23 2 30
"919" 1 22 9 1 43
"920" 1 19 13 1 45
"921" 1 19 23 1 27
"922" 2 6 18 2 15
"923" 1 3 17 2 29
"924" 2 8 5 2 32
"925" 2 13 24 1 39
"926" 1 24 7 2 45
"927" 1 8 18 1 38
"928" 2 20 5 2 9
"929" 2 6 17 2 15
"930" 1 2 5 1 7
"931" 2 18 19 1 26
"932" 1 17 11 2 9
"933" 1 13 3 2 14
"934" 1 19 4 1 39
"935" 1 17 2 2 8
"936" 1 13 1 2 24
"937" 1 13 2 2 45
"938" 1 21 14 1 41
"939" 1 11 19 1 25
"940" 2 11 25 2 35
"941" 1 18 18 1 32
"942" 1 19 11 2 36
"943" 1 6 24 2 39
"944" 2 24 25 2 29
"945" 1 11 15 2 39
"946" 2 5 17 2 21
"947" 1 18 6 1 8
"948" 1 20 8 1 41
"949" 1 2 20 2 34
"950" 1 25 14 2 26
"951" 1 16 17 2 33
"952" 2 14 7 2 40
"953" 1 10 22 2 14
"954" 1 14 17 2 29
"955" 1 21 6 2 18
"956" 1 12 10 1 33
"957" 1 7 16 1 30
"958" 1 2 17 1 22
"959" 2 3 23 2 12
"960" 2 13 5 1 25
"961" 1 4 11 2 17
"962" 1 8 15 2 19
"963" 1 24 15 2 13
"964" 1 15 17 1 12
"965" 1 17 14 1 40
"966" 2 7 14 1 34
"967" 1 21 9 1 46
"968" 2 7 16 2 11
"969" 1 18 22 1 42
"970" 2 12 19 2 34
"971" 1 7 8 2 23
"972" 2 20 24 1 23
"973" 2 12 17 2 33
"974" 2 8 6 2 19
"975" 2 21 6 1 34
"976" 2 10 16 1 32
"977" 1 20 12 1 35
"978" 1 19 10 1 18
"979" 2 23 26 1 21
"980" 1 20 19 2 27
"981" 1 13 12 1 45
"982" 2 5 19 2 6
"983" 2 15 23 1 13
"984" 1 6 1 1 13
"985" 2 4 23 2 11
"986" 1 10 5 2 25
"987" 1 25 4 1 7
"988" 2 8 11 2 25
"989" 1 11 14 2 34
"990" 1 3 21 1 6
"991" 1 21 15 2 44
"992" 1 4 3 1 27
"993" 1 17 5 2 31
"994" 1 18 22 1 12
"995" 2 22 14 1 40
"996" 1 4 17 1 23
"997" 1 10 11 1 24
